Protein IDs,Protein names,Gene names,Fasta headers,Proteins,copy number per cell sample  1,copy number per cell sample  2,copy number per cell sample  3,Average copy number
P0AEN1,NAD(P)H-flavin reductase,fre,>sp|P0AEN1|FRE_ECOLI NAD(P)H-flavin reductase OS=Escherichia coli (strain K12) GN=fre PE=1 SV=2,1,265.6771392,178.246155,230.9795804,224.9676249
P25437,S-(hydroxymethyl)glutathione dehydrogenase,frmA,>sp|P25437|FRMA_ECOLI S-(hydroxymethyl)glutathione dehydrogenase OS=Escherichia coli (strain K12) GN=frmA PE=1 SV=3,1,248.8180457,143.1730315,141.24123,177.7441024
P51025,S-formylglutathione hydrolase frmB,frmB,>sp|P51025|SFGH1_ECOLI S-formylglutathione hydrolase frmB OS=Escherichia coli (strain K12) GN=frmB PE=1 SV=2,1,0,6.401616041,6.139640491,4.180418844
P0AAP3,Transcriptional repressor frmR,frmR,>sp|P0AAP3|FRMR_ECOLI Transcriptional repressor frmR OS=Escherichia coli (strain K12) GN=frmR PE=1 SV=1,1,151.8203282,163.6465815,195.7927135,170.4198744
P0A805,Ribosome-recycling factor,frr,>sp|P0A805|RRF_ECOLI Ribosome-recycling factor OS=Escherichia coli (strain K12) GN=frr PE=1 SV=1,1,2448.761272,1629.325254,2653.856194,2243.980906
P04335,Esterase frsA,frsA,>sp|P04335|FRSA_ECOLI Esterase frsA OS=Escherichia coli (strain K12) GN=frsA PE=3 SV=2,1,122.4044826,161.825406,204.6344101,162.9547662
P20966,PTS system fructose-specific EIIBC component;Fructose-specific phosphotransferase enzyme IIB component;Fructose permease IIC component,fruA,>sp|P20966|PTFBC_ECOLI PTS system fructose-specific EIIBC component OS=Escherichia coli (strain K12) GN=fruA PE=4 SV=1,1,29.23719507,13.94355832,30.87746141,24.6860716
P69811,Multiphosphoryl transfer protein;Phosphocarrier protein HPr;Fructose-specific phosphotransferase enzyme IIA component,fruB,>sp|P69811|PTFAH_ECOLI Multiphosphoryl transfer protein OS=Escherichia coli (strain K12) GN=fruB PE=1 SV=1,1,91.38810442,97.66545439,105.1231629,98.05890724
P0AEW9,1-phosphofructokinase,fruK,>sp|P0AEW9|K1PF_ECOLI 1-phosphofructokinase OS=Escherichia coli (strain K12) GN=fruK PE=3 SV=1,1,94.85743484,61.42103367,102.5327022,86.27039023
P0ACP1,Fructose repressor,fruR,>sp|P0ACP1|FRUR_ECOLI Fructose repressor OS=Escherichia coli (strain K12) GN=fruR PE=1 SV=1,1,159.2238523,132.3222497,167.1333452,152.8931491
P78055,Fructose-6-phosphate aldolase 1,fsaA,>sp|P78055|FSAA_ECOLI Fructose-6-phosphate aldolase 1 OS=Escherichia coli (strain K12) GN=fsaA PE=1 SV=2,1,20.5886501,16.78827109,26.29470479,21.22387532
P32669,Fructose-6-phosphate aldolase 2,fsaB,>sp|P32669|FSAB_ECOLI Fructose-6-phosphate aldolase 2 OS=Escherichia coli (strain K12) GN=fsaB PE=1 SV=1,1,26.25377853,23.84005961,4.687977047,18.26060506
P52067,Fosmidomycin resistance protein,fsr,>sp|P52067|FSR_ECOLI Fosmidomycin resistance protein OS=Escherichia coli (strain K12) GN=fsr PE=1 SV=1,1,2.324665121,0,0,0.774888374
P0A998,Ferritin-1,ftnA,>sp|P0A998|FTNA_ECOLI Ferritin-1 OS=Escherichia coli (strain K12) GN=ftnA PE=1 SV=1,1,2963.00141,2248.706163,3329.469047,2847.058874
P0ABH0,Cell division protein FtsA,ftsA,>sp|P0ABH0|FTSA_ECOLI Cell division protein FtsA OS=Escherichia coli (strain K12) GN=ftsA PE=3 SV=1,1,186.8223432,128.6181933,152.0818029,155.8407798
P0A9R7,Cell division ATP-binding protein FtsE,ftsE,>sp|P0A9R7|FTSE_ECOLI Cell division ATP-binding protein FtsE OS=Escherichia coli (strain K12) GN=ftsE PE=1 SV=1,1,298.7055649,337.8257999,409.6074675,348.7129441
P0AAI3,ATP-dependent zinc metalloprotease FtsH,ftsH,>sp|P0AAI3|FTSH_ECOLI ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain K12) GN=ftsH PE=1 SV=1,1,627.6242242,628.0858864,725.1683488,660.2928198
P46889,DNA translocase FtsK,ftsK,>sp|P46889|FTSK_ECOLI DNA translocase FtsK OS=Escherichia coli (strain K12) GN=ftsK PE=1 SV=2,1,1.999631763,2.176558949,2.140133151,2.105441288
P29131,Cell division protein FtsN,ftsN,>sp|P29131|FTSN_ECOLI Cell division protein FtsN OS=Escherichia coli (strain K12) GN=ftsN PE=1 SV=3,1,12.70188173,23.23761995,20.69440263,18.8779681
P26648,Cell division protein FtsP,ftsP,>sp|P26648|FTSP_ECOLI Cell division protein FtsP OS=Escherichia coli (strain K12) GN=ftsP PE=1 SV=2,1,82.13651595,82.49857971,87.538986,84.05802722
P0AC30,Cell division protein FtsX,ftsX,>sp|P0AC30|FTSX_ECOLI Cell division protein FtsX OS=Escherichia coli (strain K12) GN=ftsX PE=1 SV=1,1,121.8616919,127.1337155,114.0758647,121.0237574
P10121,Cell division protein FtsY,ftsY,>sp|P10121|FTSY_ECOLI Cell division protein FtsY OS=Escherichia coli (strain K12) GN=ftsY PE=1 SV=1,1,198.2969102,159.4778961,242.9683824,200.2477296
P0A9A6,Cell division protein FtsZ,ftsZ,>sp|P0A9A6|FTSZ_ECOLI Cell division protein FtsZ OS=Escherichia coli (strain K12) GN=ftsZ PE=1 SV=1,1,2181.098573,1734.094668,1878.617817,1931.270353
P69922,L-fucose isomerase,fucI,>sp|P69922|FUCI_ECOLI L-fucose isomerase OS=Escherichia coli (strain K12) GN=fucI PE=1 SV=1,1,42.89019578,28.54633498,49.1881792,40.20823665
P11553,L-fuculokinase,fucK,>sp|P11553|FUCK_ECOLI L-fuculokinase OS=Escherichia coli (strain K12) GN=fucK PE=1 SV=1,1,4.484287185,3.242056061,3.358668605,3.69500395
P0A9S1,Lactaldehyde reductase,fucO,>sp|P0A9S1|FUCO_ECOLI Lactaldehyde reductase OS=Escherichia coli (strain K12) GN=fucO PE=1 SV=2,1,496.3275036,304.9748214,324.0647307,375.1223519
P0ACK8,L-fucose operon activator,fucR,>sp|P0ACK8|FUCR_ECOLI L-fucose operon activator OS=Escherichia coli (strain K12) GN=fucR PE=4 SV=1,1,7.492368654,4.628212142,15.64011208,9.253564293
P0AEN8,L-fucose mutarotase,fucU,>sp|P0AEN8|FUCM_ECOLI L-fucose mutarotase OS=Escherichia coli (strain K12) GN=fucU PE=1 SV=1,1,660.8645458,536.0098967,573.5861479,590.1535301
P0AC33,"Fumarate hydratase class I, aerobic",fumA,">sp|P0AC33|FUMA_ECOLI Fumarate hydratase class I, aerobic OS=Escherichia coli (strain K12) GN=fumA PE=1 SV=2",1,3623.003572,2516.402176,3080.195845,3073.200531
P14407,"Fumarate hydratase class I, anaerobic",fumB,">sp|P14407|FUMB_ECOLI Fumarate hydratase class I, anaerobic OS=Escherichia coli (strain K12) GN=fumB PE=1 SV=2",1,1284.729186,974.0211521,1057.64388,1105.464739
P05042,Fumarate hydratase class II,fumC,>sp|P05042|FUMC_ECOLI Fumarate hydratase class II OS=Escherichia coli (strain K12) GN=fumC PE=1 SV=1,1,202.6275788,157.7303781,176.3335119,178.8971563
P0A9A9,Ferric uptake regulation protein,fur,>sp|P0A9A9|FUR_ECOLI Ferric uptake regulation protein OS=Escherichia coli (strain K12) GN=fur PE=1 SV=1,1,1038.594162,604.2850651,1024.848558,889.2425952
P0A6M8,Elongation factor G,fusA,>sp|P0A6M8|EFG_ECOLI Elongation factor G OS=Escherichia coli (strain K12) GN=fusA PE=1 SV=2,1,4743.120876,4655.847723,5298.177996,4899.048865
P37147,UPF0716 protein fxsA,fxsA,>sp|P37147|FXSA_ECOLI UPF0716 protein fxsA OS=Escherichia coli (strain K12) GN=fxsA PE=1 SV=2,1,19.22240694,12.14236104,6.793064273,12.71927742
P25526,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,gabD,>sp|P25526|GABD_ECOLI Succinate-semialdehyde dehydrogenase [NADP(+)] GabD OS=Escherichia coli (strain K12) GN=gabD PE=1 SV=1,1,15.63380424,13.80687187,24.02413433,17.82160348
P22256,4-aminobutyrate aminotransferase GabT,gabT,>sp|P22256|GABT_ECOLI 4-aminobutyrate aminotransferase GabT OS=Escherichia coli (strain K12) GN=gabT PE=1 SV=1,1,4.488496506,3.389397612,3.563863232,3.813919117
P69908,Glutamate decarboxylase alpha,gadA,>sp|P69908|DCEA_ECOLI Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1,1,71.51885241,57.11514383,42.69747796,57.1104914
P69910,Glutamate decarboxylase beta,gadB,>sp|P69910|DCEB_ECOLI Glutamate decarboxylase beta OS=Escherichia coli (strain K12) GN=gadB PE=1 SV=1,1,1170.58958,929.504833,908.8953641,1002.996592
P63235,Probable glutamate/gamma-aminobutyrate antiporter,gadC,>sp|P63235|GADC_ECOLI Probable glutamate/gamma-aminobutyrate antiporter OS=Escherichia coli (strain K12) GN=gadC PE=1 SV=1,1,69.6829831,47.42137935,50.3951688,55.83317708
P09147,UDP-glucose 4-epimerase,galE,>sp|P09147|GALE_ECOLI UDP-glucose 4-epimerase OS=Escherichia coli (strain K12) GN=galE PE=1 SV=1,1,286.6577541,283.6293074,270.2000896,280.1623837
P0AAB6,UTP--glucose-1-phosphate uridylyltransferase,galF,>sp|P0AAB6|GALF_ECOLI UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galF PE=1 SV=1,1,228.3299756,186.4908345,307.7955211,240.8721104
P0A6T3,Galactokinase,galK,>sp|P0A6T3|GAL1_ECOLI Galactokinase OS=Escherichia coli (strain K12) GN=galK PE=1 SV=2,1,108.8939706,104.365584,173.2170002,128.8255183
P0A9C3,Aldose 1-epimerase,galM,>sp|P0A9C3|GALM_ECOLI Aldose 1-epimerase OS=Escherichia coli (strain K12) GN=galM PE=1 SV=1,1,1051.334673,900.7629341,972.1175431,974.7383834
P0AEP1,Galactose-proton symporter,galP,>sp|P0AEP1|GALP_ECOLI Galactose-proton symporter OS=Escherichia coli (strain K12) GN=galP PE=1 SV=1,1,10.92382928,9.847191759,7.069634661,9.280218566
P03024,HTH-type transcriptional regulator galR,galR,>sp|P03024|GALR_ECOLI HTH-type transcriptional regulator galR OS=Escherichia coli (strain K12) GN=galR PE=1 SV=1,1,29.39757682,25.76332956,21.45820137,25.53970259
P25748,HTH-type transcriptional regulator galS,galS,>sp|P25748|GALS_ECOLI HTH-type transcriptional regulator galS OS=Escherichia coli (strain K12) GN=galS PE=1 SV=2,1,8.146798115,10.78161423,15.1734335,11.36728195
P09148,Galactose-1-phosphate uridylyltransferase,galT,>sp|P09148|GAL7_ECOLI Galactose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galT PE=1 SV=2,1,382.9114612,438.1247393,573.7795508,464.9385838
P0AEP3,UTP--glucose-1-phosphate uridylyltransferase,galU,>sp|P0AEP3|GALU_ECOLI UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galU PE=1 SV=2,1,1184.27937,1199.779523,1544.581978,1309.546957
P0A9B2,Glyceraldehyde-3-phosphate dehydrogenase A,gapA,>sp|P0A9B2|G3P1_ECOLI Glyceraldehyde-3-phosphate dehydrogenase A OS=Escherichia coli (strain K12) GN=gapA PE=1 SV=2,2,21729.6205,14638.01426,18291.73653,18219.79043
P33898,Putative glyceraldehyde-3-phosphate dehydrogenase C,gapC,>sp|P33898|G3P3_ECOLI Putative glyceraldehyde-3-phosphate dehydrogenase C OS=Escherichia coli (strain K12) GN=gapC PE=5 SV=2,1,1.535585559,1.414449009,0,0.983344856
P39829,D-galactarate dehydratase,garD,>sp|P39829|GARD_ECOLI D-galactarate dehydratase OS=Escherichia coli (strain K12) GN=garD PE=1 SV=2,1,101.9517712,92.66358796,157.9064205,117.5072599
P23524,Glycerate kinase 2,garK,>sp|P23524|GLXK2_ECOLI Glycerate kinase 2 OS=Escherichia coli (strain K12) GN=garK PE=3 SV=2,1,385.4822778,55.87705773,40.79497769,160.7181044
P23522,5-keto-4-deoxy-D-glucarate aldolase,garL,>sp|P23522|GARL_ECOLI 5-keto-4-deoxy-D-glucarate aldolase OS=Escherichia coli (strain K12) GN=garL PE=1 SV=2,1,301.9848989,221.4452546,286.4418501,269.9573345
P0AA80,Probable galactarate transporter,garP,>sp|P0AA80|GARP_ECOLI Probable galactarate transporter OS=Escherichia coli (strain K12) GN=garP PE=1 SV=1,1,0,1.332014548,0,0.444004849
P0ABQ2,2-hydroxy-3-oxopropionate reductase,garR,>sp|P0ABQ2|GARR_ECOLI 2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain K12) GN=garR PE=1 SV=1,1,2201.978069,1661.887593,1728.936998,1864.267553
P36930,Galactitol utilization operon repressor,gatR,>sp|P36930|GATR_ECOLI Galactitol utilization operon repressor OS=Escherichia coli (strain K12) GN=gatR PE=4 SV=2,1,52.32714737,23.79118104,37.28779376,37.80204072
P15877,Quinoprotein glucose dehydrogenase,gcd,>sp|P15877|DHG_ECOLI Quinoprotein glucose dehydrogenase OS=Escherichia coli (strain K12) GN=gcd PE=1 SV=3,1,17.84858119,21.32925919,22.72889583,20.63557873
P0AEP7,Glyoxylate carboligase,gcl,>sp|P0AEP7|GCL_ECOLI Glyoxylate carboligase OS=Escherichia coli (strain K12) GN=gcl PE=1 SV=2,1,0,0.242117669,0,0.08070589
P05852,Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp,gcp,>sp|P05852|GCP_ECOLI Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp OS=Escherichia coli (strain K12) GN=gcp PE=1 SV=2,1,118.1358405,75.6836139,99.86050626,97.89332022
P0A9F6,Glycine cleavage system transcriptional activator,gcvA,>sp|P0A9F6|GCVA_ECOLI Glycine cleavage system transcriptional activator OS=Escherichia coli (strain K12) GN=gcvA PE=1 SV=1,1,49.98399047,24.18681764,23.86080688,32.677205
P0A6T9,Glycine cleavage system H protein,gcvH,>sp|P0A6T9|GCSH_ECOLI Glycine cleavage system H protein OS=Escherichia coli (strain K12) GN=gcvH PE=1 SV=2,1,78.48329584,82.79803277,89.94632433,83.74255098
P33195,Glycine dehydrogenase [decarboxylating],gcvP,>sp|P33195|GCSP_ECOLI Glycine dehydrogenase [decarboxylating] OS=Escherichia coli (strain K12) GN=gcvP PE=1 SV=3,1,570.9118174,450.0641954,535.8736159,518.9498763
P0A9I3,Glycine cleavage system transcriptional repressor,gcvR,>sp|P0A9I3|GCVR_ECOLI Glycine cleavage system transcriptional repressor OS=Escherichia coli (strain K12) GN=gcvR PE=1 SV=2,1,65.79253667,51.28118957,88.54637587,68.54003403
P27248,Aminomethyltransferase,gcvT,>sp|P27248|GCST_ECOLI Aminomethyltransferase OS=Escherichia coli (strain K12) GN=gcvT PE=1 SV=3,1,1034.928907,881.6950865,1034.624832,983.7496087
P00370,NADP-specific glutamate dehydrogenase,gdhA,>sp|P00370|DHE4_ECOLI NADP-specific glutamate dehydrogenase OS=Escherichia coli (strain K12) GN=gdhA PE=1 SV=1,1,250.3739207,218.3111961,223.2087645,230.6312938
P75913,Glyoxylate/hydroxypyruvate reductase A,ghrA,>sp|P75913|GHRA_ECOLI Glyoxylate/hydroxypyruvate reductase A OS=Escherichia coli (strain K12) GN=ghrA PE=1 SV=2,1,32.16535483,14.89498714,49.6497154,32.23668579
P37666,Glyoxylate/hydroxypyruvate reductase B,ghrB,>sp|P37666|GHRB_ECOLI Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) GN=ghrB PE=1 SV=3,1,389.214409,331.3338923,373.8065246,364.784942
P37330,Malate synthase G,glcB,>sp|P37330|MASZ_ECOLI Malate synthase G OS=Escherichia coli (strain K12) GN=glcB PE=1 SV=3,1,1000.653843,938.6835517,1059.16892,999.502105
P0ACL5,Glc operon transcriptional activator,glcC,>sp|P0ACL5|GLCC_ECOLI Glc operon transcriptional activator OS=Escherichia coli (strain K12) GN=glcC PE=4 SV=1,1,60.08848538,51.32440135,44.6642386,52.02570844
P0AEP9,Glycolate oxidase subunit glcD,glcD,>sp|P0AEP9|GLCD_ECOLI Glycolate oxidase subunit glcD OS=Escherichia coli (strain K12) GN=glcD PE=3 SV=1,1,80.65824602,55.67501602,50.92992678,62.42106294
P52073,Glycolate oxidase subunit glcE,glcE,>sp|P52073|GLCE_ECOLI Glycolate oxidase subunit glcE OS=Escherichia coli (strain K12) GN=glcE PE=4 SV=1,1,118.3814925,108.3881429,157.9669237,128.2455197
P52074,Glycolate oxidase iron-sulfur subunit,glcF,>sp|P52074|GLCF_ECOLI Glycolate oxidase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=glcF PE=4 SV=1,1,7.350766421,17.75645897,21.44126566,15.51616368
P0AEQ1,Protein glcG,glcG,>sp|P0AEQ1|GLCG_ECOLI Protein glcG OS=Escherichia coli (strain K12) GN=glcG PE=3 SV=1,1,826.7616773,647.8257551,602.9537595,692.5137306
P0A9S5,Glycerol dehydrogenase,gldA,>sp|P0A9S5|GLDA_ECOLI Glycerol dehydrogenase OS=Escherichia coli (strain K12) GN=gldA PE=1 SV=1,1,1685.237537,1388.580186,1314.032951,1462.616891
P0A6U8,Glycogen synthase,glgA,>sp|P0A6U8|GLGA_ECOLI Glycogen synthase OS=Escherichia coli (strain K12) GN=glgA PE=1 SV=1,1,416.8470334,461.8883934,361.7726083,413.5026783
P07762,"1,4-alpha-glucan branching enzyme GlgB",glgB,">sp|P07762|GLGB_ECOLI 1,4-alpha-glucan branching enzyme GlgB OS=Escherichia coli (strain K12) GN=glgB PE=1 SV=1",1,172.4811427,138.6686438,167.0667548,159.4055138
P0A6V1,Glucose-1-phosphate adenylyltransferase,glgC,>sp|P0A6V1|GLGC_ECOLI Glucose-1-phosphate adenylyltransferase OS=Escherichia coli (strain K12) GN=glgC PE=1 SV=2,1,404.4003698,372.3921324,466.0408178,414.2777734
P0AC86,Glycogen phosphorylase,glgP,>sp|P0AC86|PHSG_ECOLI Glycogen phosphorylase OS=Escherichia coli (strain K12) GN=glgP PE=3 SV=1,1,116.1192176,96.94095902,122.5709479,111.8770415
P15067,Glycogen debranching enzyme,glgX,>sp|P15067|GLGX_ECOLI Glycogen debranching enzyme OS=Escherichia coli (strain K12) GN=glgX PE=1 SV=3,1,29.12179449,18.86537509,47.25021938,31.74579632
P0A6V8,Glucokinase,glk,>sp|P0A6V8|GLK_ECOLI Glucokinase OS=Escherichia coli (strain K12) GN=glk PE=1 SV=1,1,304.1791054,185.1523145,177.4011542,222.2441914
P31120,Phosphoglucosamine mutase,glmM,>sp|P31120|GLMM_ECOLI Phosphoglucosamine mutase OS=Escherichia coli (strain K12) GN=glmM PE=1 SV=3,1,559.8332337,482.8988896,674.0581925,572.2634386
P17169,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing],glmS,>sp|P17169|GLMS_ECOLI Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) GN=glmS PE=1 SV=4,1,1965.819493,1715.643406,2158.036404,1946.499768
P0ACC7,Bifunctional protein GlmU;UDP-N-acetylglucosamine pyrophosphorylase;Glucosamine-1-phosphate N-acetyltransferase,glmU,>sp|P0ACC7|GLMU_ECOLI Bifunctional protein GlmU OS=Escherichia coli (strain K12) GN=glmU PE=1 SV=1,1,193.0332219,204.383419,196.0473442,197.8213284
P0A9C5,Glutamine synthetase,glnA,>sp|P0A9C5|GLNA_ECOLI Glutamine synthetase OS=Escherichia coli (strain K12) GN=glnA PE=1 SV=2,1,875.895521,750.5826551,977.1521837,867.8767866
P0A9Z1,Nitrogen regulatory protein P-II 1,glnB,>sp|P0A9Z1|GLNB_ECOLI Nitrogen regulatory protein P-II 1 OS=Escherichia coli (strain K12) GN=glnB PE=1 SV=1,1,507.5199752,366.2833115,404.4587799,426.0873555
P27249,[Protein-PII] uridylyltransferase,glnD,>sp|P27249|GLND_ECOLI [Protein-PII] uridylyltransferase OS=Escherichia coli (strain K12) GN=glnD PE=3 SV=2,1,55.09198078,40.00040256,48.02660401,47.70632912
P30870,Glutamate-ammonia-ligase adenylyltransferase,glnE,>sp|P30870|GLNE_ECOLI Glutamate-ammonia-ligase adenylyltransferase OS=Escherichia coli (strain K12) GN=glnE PE=1 SV=2,1,28.78457182,18.4806555,30.21196376,25.82573036
P0AFB8,Nitrogen regulation protein NR(I),glnG,>sp|P0AFB8|NTRC_ECOLI Nitrogen regulation protein NR(I) OS=Escherichia coli (strain K12) GN=glnG PE=3 SV=1,1,57.66213818,47.14561656,58.87160921,54.55978798
P0AEQ3,Glutamine-binding periplasmic protein,glnH,>sp|P0AEQ3|GLNH_ECOLI Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=glnH PE=1 SV=1,1,2810.553643,2139.484223,2278.541155,2409.52634
P0AFB5,Nitrogen regulation protein NR(II),glnL,>sp|P0AFB5|NTRB_ECOLI Nitrogen regulation protein NR(II) OS=Escherichia coli (strain K12) GN=glnL PE=1 SV=1,1,20.85846676,14.33439746,23.99788961,19.73025128
P0AEQ6,Glutamine transport system permease protein glnP,glnP,>sp|P0AEQ6|GLNP_ECOLI Glutamine transport system permease protein glnP OS=Escherichia coli (strain K12) GN=glnP PE=1 SV=1,1,197.6262224,186.5683653,180.8376654,188.3440844
P10346,Glutamine transport ATP-binding protein GlnQ,glnQ,>sp|P10346|GLNQ_ECOLI Glutamine transport ATP-binding protein GlnQ OS=Escherichia coli (strain K12) GN=glnQ PE=1 SV=1,1,351.0521197,343.9323367,287.0467232,327.3437265
P00962,Glutamine--tRNA ligase,glnS,>sp|P00962|SYQ_ECOLI Glutamine--tRNA ligase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3,1,463.8738684,370.5926146,475.319963,436.595482
P0AC81,Lactoylglutathione lyase,gloA,>sp|P0AC81|LGUL_ECOLI Lactoylglutathione lyase OS=Escherichia coli (strain K12) GN=gloA PE=1 SV=1,1,1134.808304,1115.678257,1362.684194,1204.390252
P0AC84,Hydroxyacylglutathione hydrolase,gloB,>sp|P0AC84|GLO2_ECOLI Hydroxyacylglutathione hydrolase OS=Escherichia coli (strain K12) GN=gloB PE=1 SV=1,1,63.45124695,58.84960165,52.2781173,58.19298864
P0A9C0,Anaerobic glycerol-3-phosphate dehydrogenase subunit A,glpA,>sp|P0A9C0|GLPA_ECOLI Anaerobic glycerol-3-phosphate dehydrogenase subunit A OS=Escherichia coli (strain K12) GN=glpA PE=1 SV=1,1,788.4477655,707.0990427,889.8035918,795.1168
P13033,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,glpB,>sp|P13033|GLPB_ECOLI Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain K12) GN=glpB PE=1 SV=1,1,690.5270355,555.4479218,585.2487295,610.4078956
P0A996,Anaerobic glycerol-3-phosphate dehydrogenase subunit C,glpC,>sp|P0A996|GLPC_ECOLI Anaerobic glycerol-3-phosphate dehydrogenase subunit C OS=Escherichia coli (strain K12) GN=glpC PE=1 SV=1,1,583.5743157,550.7065542,716.9571722,617.0793474
P13035,Aerobic glycerol-3-phosphate dehydrogenase,glpD,>sp|P13035|GLPD_ECOLI Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=glpD PE=1 SV=3,1,412.562021,356.8247016,440.0931787,403.1599671
P0AER0,Glycerol uptake facilitator protein,glpF,>sp|P0AER0|GLPF_ECOLI Glycerol uptake facilitator protein OS=Escherichia coli (strain K12) GN=glpF PE=1 SV=1,1,60.47054051,83.34772714,80.23548467,74.68458411
P09391,Rhomboid protease glpG,glpG,>sp|P09391|GLPG_ECOLI Rhomboid protease glpG OS=Escherichia coli (strain K12) GN=glpG PE=1 SV=5,1,10.79735473,13.40186306,11.27063258,11.82328346
P0A6F3,Glycerol kinase,glpK,>sp|P0A6F3|GLPK_ECOLI Glycerol kinase OS=Escherichia coli (strain K12) GN=glpK PE=1 SV=2,1,1162.04797,1090.951028,1248.422205,1167.140401
P09394,Glycerophosphoryl diester phosphodiesterase,glpQ,>sp|P09394|GLPQ_ECOLI Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=glpQ PE=1 SV=2,1,4366.440241,3707.699413,3259.546825,3777.895493
P0ACL0,Glycerol-3-phosphate regulon repressor,glpR,>sp|P0ACL0|GLPR_ECOLI Glycerol-3-phosphate regulon repressor OS=Escherichia coli (strain K12) GN=glpR PE=1 SV=1,1,29.58660505,29.93358972,33.40361775,30.97460417
P08194,Glycerol-3-phosphate transporter,glpT,>sp|P08194|GLPT_ECOLI Glycerol-3-phosphate transporter OS=Escherichia coli (strain K12) GN=glpT PE=1 SV=1,1,511.5892641,302.7346363,456.7174815,423.6804607
P0A9C9,"Fructose-1,6-bisphosphatase 1 class 2",glpX,">sp|P0A9C9|GLPX_ECOLI Fructose-1,6-bisphosphatase 1 class 2 OS=Escherichia coli (strain K12) GN=glpX PE=1 SV=1",1,182.8732603,112.971855,237.6772853,177.8408002
