# Generated from the following BioVelo query on EcoCyc, 12:28pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^regulated-by, [c: c<-x^components, c isa DNA-Binding-Sites]) : x<-ECOLI^^Transcription-Units,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Regulated by", "DNA Binding Sites", "Evidence")), 2)
cyaY	TU0-14229
mcrBC	TU0-5661
stfZ	TU0-198690
rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	TU0-14039
speF-potE	TU00360	Regulation of speF-potE by DNA-binding transcriptional dual regulator OmpR
yjbJ	TU0-14116	Regulation of yjbJ by ppGpp,Regulation of yjbJ by DNA-binding transcriptional regulator FliZ
allB	TU0-44196
yihLM	TU0-14062
murR	TU0-13624
ycjY-ymjDC-mpaA	TU0-42524
glcC	TU0-1963		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 18.5 bases upstream of glcCp,GlcC-glycolate DNA-binding-site 176 bases upstream of glcDp
yccT	TU0-13101	Regulation of yccT by ppGpp
add	TU0-13350
rprA	TU0-13370
yadI	TU0-12816
rdgC	TU0-8495
pdeB	TU0-12940
edd-eda	TU00227		Cra DNA-binding-site 4.5 bases downstream of eddp,GntR DNA-binding-site 128.5 bases downstream of eddp,GntR DNA-binding-site 93.5 bases upstream of eddp
fusA-tufA	TU0-5121
yacH	TU0-8539	Regulation of yacH by DNA-binding transcriptional dual regulator Rob
bglG	TU0-42564
glmZ	TU0-8518
rplT-pheM	TU0-8855
hemL	TU0-7806		PhoP-P<sup>asp51</sup> DNA-binding-site 31 bases upstream of hemLp
ydgD	TU0-13342
cspD	TU0-6486		H-NS DNA-binding-site regulating cspDp
yfhG	TU0-14320
mntP	TU0-13420	Regulation of mntP by Mn<SUP>2+</SUP>
ydiNB-aroD	TU0-13373
ytfQRT-yjfF	TU0-14166	Regulation of ytfQRT-yjfF by DNA-binding transcriptional dual regulator AraC
glnB	TU00474
glsA-ybaT	TU0-3123		GadX DNA-binding-site 11.5 bases downstream of glsAp
rbsDACBZKR	TU00206	Regulation of rbsDACBZKR by small regulatory RNA GcvB,Regulation of rbsDACBZKR by small regulatory RNA DsrA	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 62.5 bases upstream of rbsDp,RbsR DNA-binding-site 8.5 bases downstream of rbsDp
uspA	TU00432
bcsABZC	TU0-8365
yjiHG-iadA	TU0-14199
gltX	TU0-6550
dgoRKADT	TU0-14018
insA3B3AB3	TU0-12870
macAB	TU0-14298
chiX	TU0-8522
artPIQM	TU0-14677
rsuA	TU0-13555
yfeH	TU0-8735
yjbI	TU0-14114
gcvR	TU0-42559
yjbFGH	TU0-14112
glk	TU0-7421		Cra DNA-binding-site 91.5 bases upstream of glkp2
ycjY	TU0-13216
yjiC	TU0-8624
gstA	TU0-13353
ybgIJKL-nei	TU0-8454
nanA	TU0-42543
folD-ybcJ	TU0-12965
glk	TU0-14640
sapABCDF	TU0-13206
yqjG	TU0-13865
yiaWV	TU0-13986	Regulation of yiaWV by DNA-binding transcriptional activator YiaU
rutABCDEFG	TU0-3645		ArcA-P<sup>asp54</sup> DNA-binding-site 97 bases upstream of rutAp,PhoP-P<sup>asp51</sup> DNA-binding-site 106 bases upstream of rutAp,NtrC phosphorylated dimer DNA-binding-site 145 bases upstream of rutAp
ydiFO	TU0-13374
yjjJ	TU0-14222
gltA	TU00106		IHF DNA-binding-site 70 bases upstream of gltAp1,ArcA-P<sup>asp54</sup> DNA-binding-site 47 bases upstream of gltAp1,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 107.5 bases upstream of gltAp1
rnk	TU0-12996
yjcH-actP	TU0-198701	Regulation of yjcH-actP by [2Fe-2S] cluster DNA-binding transcriptional dual regulator
intD	TU0-8837
srlAEBD-gutM-srlR-gutQ	TU00133		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 342 bases upstream of srlAp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of srlAp,GutM DNA-binding-site regulating srlAp,SrlR DNA-binding-site regulating srlAp
hypF	TU0-14407
yffO-yffP	TU0-42449
pcnB-folK	TU00315
tig	TU0-14614
fadM	TU0-12932
ung	TU0-6515		CpxR-phosphorylated DNA-binding-site 81 bases upstream of ungp
chiA	TU0-3141		H-NS DNA-binding-site regulating chiAp
satP	TU0-12791
rrsG-gltW-rrlG-rrfG	TU0-1187		Fis DNA-binding-site 112 bases upstream of rrsGp,Fis DNA-binding-site 91 bases upstream of rrsGp,Fis DNA-binding-site 71 bases upstream of rrsGp
ybjK	TU0-8671	Regulation of ybjK by DNA binding transcriptional dual regulator RcdA,Regulation of ybjK by DNA binding transcriptional dual regulator RcdA
alaE	TU0-8745
xapB	TU0-44211
rsmC	TU0-14215
ytjA	TU0-14218
rtcR	TU0-8341
modEF	TU0-13040
ygeF	TU0-13761
sseA	TU0-8526
fnrS	TU0-14795
serB	TU0-14224
ybaZ	TU0-8553
emrKY	TU0-3101		Fnr DNA-binding-site regulating emrKp,EvgA-P<sup>asp</sup> DNA-binding-site 73.5 bases upstream of emrKp
tisB	TU0-6241	Regulation of tisB by small regulatory RNA IstR-1	LexA DNA-binding-site 28 bases upstream of tisBp
ybaN	TU0-12946	Regulation of ybaN by DNA-binding transcriptional repressor GlaR
ybcW	TU0-12980
relA	TU0-42590
pspF	TU0-1805
eptB	TU0-13975	Regulation of eptB by small regulatory RNA ArcZ,Regulation of eptB by small regulatory RNA MgrR
yfcZ	TU0-13597	Regulation of yfcZ by ppGpp
yhhZ-yrhA-insA6AB6B6	TU0-13940
insZ	TU0-13184
rpsT	TU0-7842
blr	TU0-13351
fabHDG	TU00266
paaZ	TU4		PaaX DNA-binding-site 6.5 bases upstream of paaZp,IHF DNA-binding-site 80 bases upstream of paaZp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 136.5 bases upstream of paaZp
yafF	TU0-8542
ada-alkB	TU0-45248		Ada DNA-binding-site 58.5 bases upstream of adap2,Ada DNA-binding-site 38.5 bases upstream of adap2
mreBCD	TU00304
yegH	TU0-8723
pheU	TU00520		Fis DNA-binding-site 74 bases upstream of pheUp
yiaY	TU0-13987
msrA	TU241
ymfED	TU0-13147
yhaBC	TU0-13871
mscS	TU0-13800
yggX	TU0-5569
ppiD	TU0-6621
sdiA	TU0-42626
appY	TU0-42454
oxyS	TU0-8485
cpxRA	TU0-45281	Regulation of cpxRA by small regulatory RNA MicF	CpxR-phosphorylated DNA-binding-site 67 bases upstream of cpxRp2,CpxR-phosphorylated DNA-binding-site 47 bases upstream of cpxRp2
yffS	TU0-13633
rluC	TU0-13134	Regulation of rluC by ppGpp
trxC	TU0-3104		OxyR DNA-binding-site 57 bases upstream of trxCp
atpBEFHAGDC	TU0-6635
araFGH	TU00098		AraC-arabinose DNA-binding-site 166 bases upstream of araFp3,AraC-arabinose DNA-binding-site 91 bases upstream of araFp3,AraC-arabinose DNA-binding-site 70 bases upstream of araFp3,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 42.5 bases upstream of araFp3,AraC-arabinose DNA-binding-site 145 bases upstream of araFp3
ykfA-yafZ	TU0-12860
ybdJ	TU0-12988
marC	TU0-8827
mrp	TU0-13518
iraM	TU0-36425
cmr	TU0-14699
pitB	TU0-13818
ydaM	TU0-8697	Regulation of ydaM by small regulatory RNA OmrB,Regulation of ydaM by small regulatory RNA OmrA,Regulation of ydaM by small regulatory RNA RprA
malZ	TU0-5402		MalT-maltotriose-ATP DNA-binding-site 73.5 bases upstream of malZp,MalT-maltotriose-ATP DNA-binding-site 60.5 bases upstream of malZp,MalT-maltotriose-ATP DNA-binding-site 37.5 bases upstream of malZp
yhfA	TU00478		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases downstream of crpp1,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 59.5 bases upstream of crpp1
metK	TU0-1783		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of metKp2,MetJ-SAM DNA-binding-site 2.5 bases upstream of metKp2,MetJ-SAM DNA-binding-site 14.5 bases upstream of metKp2
pheLA	TU0-6653
xtpA	TU0-198695
truD	TU0-14314
lacZYA	TU0-4703
mdlAB	TU0-12937
yiiF	TU0-14072
yhfK	TU0-14308
tynA	TU0-42552
feaR	TU501
cvpA-purF-ubiX	TU00444
aspT	TU0-14370
ycjG	TU0-8693
yadGH	TU0-12815
cobUST	TU0-8368
fhuF	TU0-36402
kilR-ydaE	TU0-13228
eaeH-insE1EF1F1	TU0-12882
yqhD-dkgA	TU0-13823	Regulation of yqhD-dkgA by [2Fe-2S] cluster DNA-binding transcriptional dual regulator
mltD	TU0-12841	Regulation of mltD by DNA-binding transcriptional dual regulator Nac
citCDEFXG	TU0-12999
ptrB	TU0-13435
nikABCDER	TU0-198745	Regulation of nikABCDER by DNA-binding transcriptional dual regulator Cra
pgk-fbaA	TU0-14818
gdhA	TU0-1201		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 32.5 bases upstream of gdhAp,Nac DNA-binding-site 45 bases downstream of gdhAp,Nac DNA-binding-site 81 bases upstream of gdhAp,Nac DNA-binding-site 25 bases upstream of gdhAp,Nac DNA-binding-site 25 bases downstream of gdhAp
mviM	TU0-14350
yeaP	TU0-8714
parC	TU0-13830
uxuAB	TU101	Regulation of uxuAB by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	ExuR DNA-binding-site 159.5 bases upstream of uxuAp,UxuR DNA-binding-site 24.5 bases upstream of gntPp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of gntPp,ExuR DNA-binding-site 53.5 bases upstream of uxuAp,UxuR DNA-binding-site 130.5 bases upstream of gntPp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 126.5 bases upstream of gntPp
deoABD	TU0-14537
insE2F2EF2	TU0-12910
dctA	TU0-1461		DcuR-P DNA-binding-site 106 bases upstream of dctAp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 81.5 bases upstream of dctAp
glcBA	TU0-14536
araE-ygeA	TU0-42571
pgk-fbaA	TU0-8081
abgABT-ogt	TU0-13222
pta	TU0-8302
yncE	TU0-8638
puuP	TU0-4404
yahK	TU0-12895
gnsA	TU0-44202
focA-pflB	TU00377		NarL-P<sup>asp59</sup> DNA-binding-site 87 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 27 bases upstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 25 bases upstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 36 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 52 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 96 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 170 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 302 bases downstream of focAp3,ArcA-P<sup>asp54</sup> DNA-binding-site 114 bases upstream of focAp1,ArcA-P<sup>asp54</sup> DNA-binding-site 5 bases downstream of focAp2,ArcA-P<sup>asp54</sup> DNA-binding-site 251 bases upstream of focAp1,Fnr DNA-binding-site 40.5 bases upstream of focAp1,IHF DNA-binding-site 112.5 bases upstream of focAp1,NarL-P<sup>asp59</sup> DNA-binding-site 221 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 285 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 69 bases downstream of focAp3,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 40.5 bases upstream of focAp1
purA	TU00094		PurR-hypoxanthine DNA-binding-site 90.5 bases upstream of purAp,PurR-hypoxanthine DNA-binding-site 9.5 bases downstream of purAp,MarA DNA-binding-site 43 bases upstream of purAp
btuD	TU0-44193
yeiL	TU0-14303
ytfH	TU0-8664
dcuD	TU0-8761		IHF DNA-binding-site 44 bases upstream of dcuDp2
insH4	TU0-13219
yicJI	TU-8434
norR	TU0-14258		NorR DNA-binding-site 1 bases downstream of norRp,NorR DNA-binding-site 45 bases upstream of norRp,NorR DNA-binding-site 21 bases upstream of norRp
yceA	TU0-921
yhiI-rbbA-yhhJ	TU0-13952
kptA	TU0-8842
yhiL	TU0-13955
yraH	TU0-13873	Regulation of yraH by DNA-binding transcriptional dual regulator Nac
argO	TU0-13799
tsx	TU00449	Regulation of tsx by small regulatory RNA RybB,Regulation of tsx by small regulatory RNA MicA	DeoR DNA-binding-site 7.5 bases upstream of tsxp1
yqaE	TU0-13709	Regulation of yqaE by ppGpp,Regulation of yqaE by small regulatory RNA CyaR
rnlB	TU-8431
yqeB	TU0-13778
rssAB	TU0-8367
cydAB	TU00100		ArcA-P<sup>asp54</sup> DNA-binding-site 84 bases upstream of cydAp1,ArcA-P<sup>asp54</sup> DNA-binding-site 304 bases upstream of cydAp1,ArcA-P<sup>asp54</sup> DNA-binding-site 293 bases upstream of cydAp1,ArcA-P<sup>asp54</sup> DNA-binding-site 135 bases downstream of cydAp1,ArcA-P<sup>asp54</sup> DNA-binding-site 315 bases upstream of cydAp1,H-NS DNA-binding-site regulating cydAp1,Fnr DNA-binding-site 96.5 bases upstream of cydAp4,Fnr DNA-binding-site 44.5 bases upstream of cydAp4
ycaO	TU0-13084
ryhB	TU0-3401		DNA-binding transcriptional dual regulator Fur DNA-binding-site 18 bases upstream of yhhXp5,DNA-binding transcriptional dual regulator Fur DNA-binding-site 12 bases upstream of yhhXp5
fkpA	TU0-1063
rmf	TU0-42483	Regulation of rmf by putrescine
yneO	TU0-13297
caiTABCDE	TU00247		Fnr DNA-binding-site 90.5 bases upstream of caiTp,Fnr DNA-binding-site 41.5 bases upstream of caiTp,ArcA-P<sup>asp54</sup> DNA-binding-site 50 bases downstream of caiTp,ArcA-P<sup>asp54</sup> DNA-binding-site 28 bases downstream of caiTp,ArcA-P<sup>asp54</sup> DNA-binding-site 101 bases upstream of caiTp,ArcA-P<sup>asp54</sup> DNA-binding-site 91 bases upstream of caiTp,CaiF-L-carnitine DNA-binding-site 60.5 bases upstream of fixAp,CaiF-L-carnitine DNA-binding-site 117.5 bases upstream of fixAp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of caiTp
yfjW	TU0-13698
hisL	TU0-42511
copA	TU0-3122		CueR DNA-binding-site 25 bases upstream of copAp
sibD	TU0-13845
ybeT	TU0-8562	Regulation of ybeT by DNA-binding transcriptional dual regulator Nac
caiF	TU141		Fnr DNA-binding-site 55.5 bases upstream of caiFp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of caiFp
ybaV	TU0-12931
trmL	TU0-13994
yebB	TU0-8245
ynfK	TU0-13338
priA	TU0-14087
ygeP	TU0-13768
fucO	TU0-42697
yaeH	TU0-12825
insN-2	TU0-14185
fimAICDFGH	TU182		Lrp DNA-binding-site 173 bases downstream of fimAp,Lrp DNA-binding-site 235 bases downstream of fimAp,Lrp DNA-binding-site 204 bases downstream of fimAp,IHF DNA-binding-site 77 bases downstream of fimAp,H-NS DNA-binding-site regulating fimAp,IHF DNA-binding-site 52 bases upstream of fimAp
rrlB-rrfB	TU0-14528
miaB	TU0-13018
speB	TU0-6625
yjeJ	TU0-14142	Regulation of yjeJ by DNA-binding transcriptional dual regulator Nac
cbrA	TU0-42468	Regulation of cbrA by DNA-binding transcriptional regulator CreB-phosphorylated
arcB	TU0-5621
malT	TU00091		Mlc DNA-binding-site 12 bases downstream of malTp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 70.5 bases upstream of malTp
csgBAC	TU0-45224		CpxR-phosphorylated DNA-binding-site 8 bases downstream of csgBp2,CsgD DNA-binding-site 38 bases upstream of csgBp2
ryjB	TU0-14424
insH-9	TU0-8836
matP	TU0-8677
mrr	TU0-8821
plaR	TU368		IHF DNA-binding-site 4 bases upstream of plaRp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 50.5 bases downstream of plaRp
ytfE	TU-8441		NsrR DNA-binding-site 12 bases upstream of ytfEp
ileY	TU0-13704
ydjO	TU0-13385
rpmBG-mutM	TU0-5543
aspA-dcuA	TU0-6021		NarL-P<sup>asp59</sup> DNA-binding-site 112 bases upstream of aspAp,NarL-P<sup>asp59</sup> DNA-binding-site 76 bases upstream of aspAp,NarL-P<sup>asp59</sup> DNA-binding-site 67 bases upstream of aspAp
rne	TU0-14273	Regulation of rne by ribonuclease E
yecA	TU0-13450
ybeU-djlC	TU0-13012
uppS-cdsA	TU0-14339
nlpC	TU0-13378
yijO	TU0-14093	Regulation of yijO by DNA-binding transcriptional dual regulator Nac
mepS	TU0-13550
dsbA	TU0-1062
yeiG	TU0-8726
folP-glmM	TU0-13883
gadY	TU0-5761
insA4AB4B4	TU0-13109
rpsT	TU0-7844
insC2D2CD2	TU0-13245
tus	TU0-13346
yiiU	TU0-8607
ligA-ypeB	TU0-13620
lptAB	TU0-36433
yeaD	TU0-13398
tyrB	TU00087		TyrR-tyr DNA-binding-site 19.5 bases downstream of tyrBp,TyrR-tyr DNA-binding-site 42.5 bases downstream of tyrBp
argP	TU0-1341		PhoB-P<sup>asp53</sup> DNA-binding-site 27 bases upstream of argPp
qseBC	TU-8394
rutR	TU0-14540
msrC	TU0-13426
uhpTU	TU00130		UhpA-P<sup>asp</sup> DNA-binding-site 64.5 bases upstream of uhpTp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 103.5 bases upstream of uhpTp,UhpA-P<sup>asp</sup> DNA-binding-site 41.5 bases upstream of uhpTp
ygfF	TU0-13791
rlmD	TU0-13735
yiaT	TU0-8591
yhiM	TU0-8586
yhjR	TU0-14316
intA	TU0-13688	Regulation of intA by CP4-57 prophage; DNA-binding transcriptional activator AlpA
letAB	TU0-13427
comR	TU0-8684
feaR	TU0-42548
yihI	TU0-14060
pptA	TU0-13280
dpiBA	TU0-14751
plaP	TU0-13490
ompX	TU0-8812	Regulation of ompX by small regulatory RNA MicA,Regulation of ompX by small regulatory RNA CyaR	Fnr DNA-binding-site regulating ompXp2
yhbW	TU0-13879	Regulation of yhbW by DNA-binding transcriptional dual regulator SoxS,Regulation of yhbW by DNA-binding transcriptional dual regulator Rob,Regulation of yhbW by DNA-binding transcriptional dual regulator MarA
rcnB	TU0-13515
ypeA-yfeZ	TU0-13626
rcsF-trmO	TU0-12837
bolA	TU0-45284		OmpR-P DNA-binding-site 47.5 bases upstream of bolAp
serX	TU00510		Fis DNA-binding-site 75 bases upstream of serXp
tam	TU0-13300	Regulation of tam by ppGpp
yqhJ	TU0-198738
mreB	TU0-14388
emrD	TU0-14013
pepD	TU0-6556
alsBACE	TU0-14547
ybfHG	TU0-8375
pdxK	TU0-8487
yheSTU	TU0-13919
ynbABCD	TU0-13250
ygiS	TU0-13831
yfiL	TU0-13678
yihUTS	TU0-14068
exuT	TU00150		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 105.5 bases upstream of uxaCp2,ExuR DNA-binding-site 127.5 bases upstream of uxaCp2
dadAX	TU461		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 9.5 bases upstream of dadAp3,Lrp DNA-binding-site 79 bases downstream of dadAp2,Lrp DNA-binding-site 57 bases downstream of dadAp2,Lrp DNA-binding-site 10 bases downstream of dadAp2,Lrp DNA-binding-site 23 bases upstream of dadAp2,Lrp DNA-binding-site 68 bases upstream of dadAp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 59.5 bases upstream of dadAp2
hscC	TU0-13013
mdoC	TU0-8826
yggSTU-rdgB-hemW	TU0-13807
epd-pgk	TU00443		Cra DNA-binding-site 3.5 bases downstream of epdp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 70.5 bases upstream of epdp2
rhaM	TU0-14296
yniB	TU0-8640
manA	TU0-6425
ydgI-folM	TU0-13345
dsdA	TU00375		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site regulating dsdAp
rpoS	TU0-14650
sutR	TU0-13264
artPIQM	TU00240		ArgR DNA-binding-site 29.5 bases upstream of artPp
mglBAC	TU00168		GalR DNA-binding-site 59.5 bases upstream of mglBp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of mglBp2,GalS DNA-binding-site 59.5 bases upstream of mglBp2
lpdA	TU00523		Fnr DNA-binding-site regulating lpdAp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 18.5 bases upstream of lpdAp,ArcA-P<sup>asp54</sup> DNA-binding-site 18 bases upstream of lpdAp,Fis DNA-binding-site 29 bases upstream of lpdAp
yciZT	TU0-8475
ryjA	TU0-8519
mocA	TU0-13780
tusA	TU0-8510
ynaJ	TU0-13220	Regulation of ynaJ by DNA-binding transcriptional dual regulator ArcA-phosphorylated
ygaQ	TU0-13705
mcaS	TU0-8839
yfaVU	TU0-13565
yciSM-pyrF-yciH	TU0-14472
arpA	TU0-14106
yehLMPQ	TU0-13523
slyD	TU0-13917
rpmH-rnpA	TU682
acnA	TU795
tfaD	TU0-12982
ycaR-kdsB	TU0-13088
sokB	TU0-13257
mfd	TU0-2082
ymgF	TU0-13164
lysO	TU0-13076
iraP	TU0-14613
ftsZ	TU0-1425
bax	TU0-14231
envR	TU0-8792
can	TU0-45255
ycgX	TU0-13157	Regulation of ycgX by DNA-binding transcriptional dual regulator Nac
queC	TU0-12933
ampH	TU0-14612
mrcA	TU0-8822
livKHMGF	TU00184		Lrp DNA-binding-site regulating livKp1
gmhB	TU0-12838
tcyP	TU0-13384
yedK	TU0-13456
malQ	TU-8414
menA-rraA	TU0-965
yoeA	TU0-8326
ygbJK	TU0-13721	Regulation of ygbJK by DNA-binding transcriptional repressor YgbI
rrsC-gltU-rrlC-rrfC	TU0-45209		Lrp-leu DNA-binding-site regulating rrsCp,Fis DNA-binding-site 121 bases upstream of rrsCp,Fis DNA-binding-site 101 bases upstream of rrsCp,Fis DNA-binding-site 70 bases upstream of rrsCp
sdhCDAB	TU0-198705	Regulation of sdhCDAB by DNA-binding transcriptional dual regulator Fur,Regulation of sdhCDAB by DNA-binding transcriptional dual regulator Fur
yafL	TU0-12850
ymdE-ycdU	TU0-13118
lgoT	TU0-14210
eno	TU0-14412		Cra DNA-binding-site 33.5 bases upstream of enop3
ubiF	TU0-8533
ycdZ	TU0-13121
rpoH	TU00084		DnaA-ATP DNA-binding-site 31 bases upstream of rpoHp4,DnaA-ATP DNA-binding-site 48 bases upstream of rpoHp3,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 20.5 bases upstream of rpoHp3,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 73.5 bases upstream of rpoHp3,CytR DNA-binding-site 33.5 bases upstream of rpoHp3
pntAB	TU00320
ytfJ	TU0-6362
mutY-yggX-mltC-nupG	TU0-5561
dadAX	TU462		Lrp DNA-binding-site 79 bases downstream of dadAp2,Lrp DNA-binding-site 57 bases downstream of dadAp2,Lrp DNA-binding-site 10 bases downstream of dadAp2,Lrp DNA-binding-site 23 bases upstream of dadAp2,Lrp DNA-binding-site 68 bases upstream of dadAp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 59.5 bases upstream of dadAp2
osmE	TU00398		Fis DNA-binding-site 31 bases upstream of osmEp2,Fis DNA-binding-site 26 bases downstream of osmEp2,Fis DNA-binding-site 86 bases upstream of osmEp2,IHF DNA-binding-site 4.5 bases downstream of osmEp2
yfhR	TU0-13659
gspCDEFGHIJKLMO	TU0-13913		H-NS DNA-binding-site regulating gspCp3
lafU	TU0-12852
yfaH	TU0-8728
ycgJ	TU0-8687	Regulation of ycgJ by DNA-binding transcriptional dual regulator Nac
hrpA	TU0-13251
katE	TU0-6507	Regulation of katE by ppGpp
ompW	TU0-8813	Regulation of ompW by small regulatory RNA MicA,Regulation of ompW by small regulatory RNA RybB	Fnr DNA-binding-site 81.5 bases upstream of ompWp
eutNEJG	TU0-13635
fabF	TU0-42538
yehHI	TU0-13521
yobH	TU0-8647
yqaBA	TU0-13715
ybgIJKL-nei	TU0-8455
leuO	TU0-42477
appY	TU0-8479		H-NS DNA-binding-site regulating appYp1
osmF-yehYXW	TU0-5341	Regulation of osmF-yehYXW by ppGpp
cedA	TU781
yjhP	TU0-14194
mmuPM	TU0-12864
ycaM	TU0-13082
uvrB	TU0-14730
ilvIH	TU0-6882
yhgE	TU0-8579	Regulation of yhgE by DNA-binding transcriptional dual regulator ArcA-phosphorylated
fumB	TU00159		Fnr DNA-binding-site 114.5 bases upstream of fumBp,Fnr DNA-binding-site 57.5 bases upstream of fumBp,Fnr DNA-binding-site 61.5 bases upstream of fumBp
frlABCDR	TU0-8346
sdsN	TU0-42630
gor	TU0-45208
fadH	TU0-13853
ycbC	TU0-8676
argW	TU00500		Fis DNA-binding-site 74 bases upstream of argWp
leuO	TU0-42656
focA-pflB	TU00379		NarL-P<sup>asp59</sup> DNA-binding-site 302 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 285 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 221 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 170 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 96 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 87 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 69 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 52 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 36 bases downstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 27 bases upstream of focAp3,NarL-P<sup>asp59</sup> DNA-binding-site 25 bases upstream of focAp3,Fnr DNA-binding-site 58.5 bases upstream of focAp3
