Gene ID (EcoCyc),Gene name,Enzyme encoded,Pathways,Pathways parent,Protein products,Reactions
EG10572,mazG,CPLX0-7692,"['PWY0-166', 'PWY-7184', 'PWY-7187', 'PWY-7206']","['Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Metabolic-Clusters', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Metabolic-Clusters', 'Pyrimidine-Deoxyribonucleosides-Deg']",EG10572-MONOMER,"['ATP-PYROPHOSPHATASE-RXN', 'RXN-14139', 'RXN0-383', 'RXN0-385', 'RXN0-384', 'RXN0-6382', 'DCTP-PYROPHOSPHATASE-RXN', 'DUTP-PYROP-RXN', 'RXN0-5107', 'RXN0-1603', 'RXN0-1602', 'NUCLEOTIDE-PYROPHOSPHATASE-RXN']"
EG12656,mdaB,CPLX0-253,,,EG12656-MONOMER,['RXN0-271']
G6440,mdfA,CMR-MONOMER,,,CMR-MONOMER,"['TRANS-RXN-42', 'TRANS-RXN-101', 'TRANS-RXN-44', 'TRANS-RXN-338', 'TRANS-RXN-337']"
EG10576,mdh,MALATE-DEHASE,"['GLYOXYLATE-BYPASS', 'TCA', 'GLUCONEO-PWY', 'FERMENTATION-PWY']","['Energy-Metabolism', 'TCA-VARIANTS', 'Gluconeogenesis', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",MALATE-DEHASE-MONOMER,['MALATE-DEH-RXN']
G6857,mdtI,YDGEF-CPLX,,,B1599-MONOMER,"['TRANS-RXN0-266', 'TRANS-RXN-350']"
G6858,mdtJ,YDGEF-CPLX,,,B1600-MONOMER,"['TRANS-RXN0-266', 'TRANS-RXN-350']"
EG10577,melA,ALPHAGALACTOSID-CPLX,PWY0-1301,Sugars-And-Polysaccharides-Degradation,ALPHAGALACTOSID-MONOMER,"['ALPHAGALACTOSID-RXN', 'RXN-17754']"
EG10578,melB,MELB-MONOMER,,,MELB-MONOMER,"['TRANS-RXN-94', 'RXN-17755', 'TRANS-RXN-94B', 'TRANS-RXN-94A', 'TRANS-RXN0-520', 'TRANS-RXN0-519']"
EG11880,menA,DMK-MONOMER,PWY-5852,Demethylmenaquinol-8-Biosynthesis,DMK-MONOMER,['DMK-RXN']
EG11368,menB,CPLX0-7882,PWY-5837,DHNA-Biosynthesis,NAPHTHOATE-SYN-MONOMER,['NAPHTHOATE-SYN-RXN']
EG11532,menC,O-SUCCINYLBENZOATE-COA-SYN-MONOMER,PWY-5837,DHNA-Biosynthesis,O-SUCCINYLBENZOATE-COA-SYN-MONOMER,['O-SUCCINYLBENZOATE-COA-SYN-RXN']
EG10579,menD,CPLX0-7525,PWY-5837,DHNA-Biosynthesis,MEND-MONOMER,['2.5.1.64-RXN']
G6912,menI,CPLX0-8128,PWY-5837,DHNA-Biosynthesis,G6912-MONOMER,['RXN-9311']
EG10580,mepA,CPLX0-3201,,,EG10580-MONOMER,"['RXN0-5407', 'RXN0-3461']"
EG10581,metA,HOMSUCTRAN-CPLX,HOMOSER-METSYN-PWY,Methionine-De-novo-Biosynthesis,HOMSUCTRAN-MONOMER,['HOMSUCTRAN-RXN']
EG10582,metB,O-SUCCHOMOSERLYASE-CPLX,HOMOSER-METSYN-PWY,Methionine-De-novo-Biosynthesis,O-SUCCHOMOSERLYASE-MONOMER,"['O-SUCCHOMOSERLYASE-RXN', 'METBALT-RXN', 'RXN-15147']"
EG10583,metC,CYSTATHIONINE-BETA-LYASE-CPLX,"['HOMOSER-METSYN-PWY', 'LCYSDEG-PWY', 'ALADEG-PWY', 'PWY-8072']","['Methionine-De-novo-Biosynthesis', 'CYSTEINE-DEG', 'ALANINE-DEG', 'Other-Amino-Acid-Biosynthesis']",CYSTATHIONINE-BETA-LYASE-MONOMER,"['CYSTATHIONINE-BETA-LYASE-RXN', 'RXN-15131', 'LCYSDESULF-RXN', 'RXN-15129', 'ALARACECAT-RXN']"
EG10584,metE,HOMOCYSMET-MONOMER,"['HOMOSER-METSYN-PWY', 'PWY-6151']","['Methionine-De-novo-Biosynthesis', 'S-adenosyl-L-methionine-Biosynthesis']",HOMOCYSMET-MONOMER,['HOMOCYSMET-RXN']
EG10585,metF,METHYLENETHFREDUCT-CPLX,1CMET2-PWY,Folate-Transformations,METHYLENETHFREDUCT-MONOMER,['RXN-22438']
EG10587,metH,HOMOCYSMETB12-MONOMER,"['PWY-6151', 'HOMOSER-METSYN-PWY', '1CMET2-PWY']","['S-adenosyl-L-methionine-Biosynthesis', 'Methionine-De-novo-Biosynthesis', 'Folate-Transformations']",HOMOCYSMETB12-MONOMER,"['HOMOCYSMET-RXN', 'HOMOCYSMETB12-RXN', 'RXN-21538', 'RXN-21539']"
EG11737,metI,METNIQ-METHIONINE-ABC-CPLX,,,METI-MONOMER,"['RXN0-4522', 'TRANS-RXN0-202', 'RXN0-7185', 'RXN0-7186', 'TRANS-RXN0-511', 'TRANS-RXN0-510', 'TRANS-RXN-383']"
EG10589,metK,S-ADENMETSYN-CPLX,"['SAM-PWY', 'PWY-6151']","['S-adenosyl-L-methionine-Biosynthesis', 'S-adenosyl-L-methionine-Biosynthesis']",S-ADENMETSYN-MONOMER,['S-ADENMETSYN-RXN']
EG10590,metL,ASPKINIIHOMOSERDEHYDROGII-CPLX,HOMOSERSYN-PWY,Other-Amino-Acid-Biosynthesis,ASPKINIIHOMOSERDEHYDROGII-MONOMER,"['ASPARTATEKIN-RXN', 'HOMOSERDEHYDROG-RXN']"
EG11621,metN,METNIQ-METHIONINE-ABC-CPLX,,,ABC-MONOMER,"['RXN0-4522', 'TRANS-RXN0-202', 'RXN0-7185', 'RXN0-7186', 'TRANS-RXN0-511', 'TRANS-RXN0-510', 'TRANS-RXN-383']"
EG11504,metQ,METNIQ-METHIONINE-ABC-CPLX,,,METQ-MONOMER,"['RXN0-4522', 'TRANS-RXN0-202', 'RXN0-7185', 'RXN0-7186', 'TRANS-RXN0-511', 'TRANS-RXN0-510', 'TRANS-RXN-383']"
EG10592,mglA,ABC-18-CPLX,,,MGLA-MONOMER,"['ABC-18-RXN', 'TRANS-RXN0-541']"
EG10593,mglB,ABC-18-CPLX,,,MGLB-MONOMER,"['ABC-18-RXN', 'TRANS-RXN0-541']"
EG10594,mglC,ABC-18-CPLX,,,MGLC-MONOMER,"['ABC-18-RXN', 'TRANS-RXN0-541']"
G6497,mgsA,METHGLYSYN-CPLX,,,METHGLYSYN-MONOMER,['METHGLYSYN-RXN']
EG12525,mgtA,MGTA-MONOMER,,,MGTA-MONOMER,['TRANS-RXN-250']
M010,mhpA,MHPHYDROXY-MONOMER,"['HCAMHPDEG-PWY', 'PWY-6690']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",MHPHYDROXY-MONOMER,"['MHPHYDROXY-RXN', 'RXN-10040']"
M011,mhpB,DHPDIOXYGEN-CPLX,"['HCAMHPDEG-PWY', 'PWY-6690']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",DHPDIOXYGEN-MONOMER,"['1.13.11.16-RXN', 'RXN-12073']"
M012,mhpC,CPLX0-7950,"['HCAMHPDEG-PWY', 'PWY-6690']","['Phenolic-Compounds-Degradation', 'Phenolic-Compounds-Degradation']",MHPCHYDROL-MONOMER,"['MHPCHYDROL-RXN', 'RXN-12070']"
M013,mhpD,CPLX0-7951,PWY-5162,CARBOXYLATES-DEG,MHPDHYDROL-MONOMER,['2-OXOPENT-4-ENOATE-HYDRATASE-RXN']
G6205,mhpE,MHPELY-MONOMER,PWY-5162,CARBOXYLATES-DEG,MHPELY-MONOMER,['MHPELY-RXN']
M014,mhpF,MHPF-MONOMER,"['ETOH-ACETYLCOA-ANA-PWY', 'PWY-5436', 'PWY-5162', 'PWY-7180', 'PWY0-1477', 'PWY-5480']","['Ethanol-Degradation', 'THREONINE-DEG', 'CARBOXYLATES-DEG', 'Sugar-Derivatives', 'AMINE-DEG', 'Pyruvate-Ethanol-Fermentation']",MHPF-MONOMER,['ACETALD-DEHYDROG-RXN']
G6206,mhpT,MHPT-MONOMER,,,MHPT-MONOMER,"['TRANS-RXN0-457', 'TRANS-RXN-61']"
G7457,mltA,G7457-MONOMER,PWY0-1261,Anhydromuropeptides-Recycling,G7457-MONOMER,['RXN-17391']
G7410,mltB,G7410-MONOMER,PWY0-1261,Anhydromuropeptides-Recycling,G7410-MONOMER,"['RXN-17392', 'RXN-17391']"
G7533,mltC,G7533-MONOMER,PWY0-1261,Anhydromuropeptides-Recycling,G7533-MONOMER,"['RXN-17391', 'RXN-17392']"
EG11373,mltF,EG11373-MONOMER,PWY0-1261,Anhydromuropeptides-Recycling,EG11373-MONOMER,['RXN-17391']
G6136,mmuM,MMUM-MONOMER,,,MMUM-MONOMER,['MMUM-RXN']
G6135,mmuP,B0260-MONOMER,,,B0260-MONOMER,['TRANS-RXN0-486']
G7254,mntH,YFEP-MONOMER,,,YFEP-MONOMER,['TRANS-RXN-241']
G6999,mntP,G6999-MONOMER,,,G6999-MONOMER,['TRANS-RXN0-487']
EG11595,moaA,EG11595-MONOMER,PWY-6823,Molybdenum-Cofactor-Biosynthesis,EG11595-MONOMER,['RXN-8340']
EG11666,moaC,CPLX-8331,PWY-6823,Molybdenum-Cofactor-Biosynthesis,EG11666-MONOMER,['RXN-17809']
EG11597,moaD,"['CPLX0-2502', 'CPLX0-12611']",PWY-6823,Molybdenum-Cofactor-Biosynthesis,EG11597-MONOMER,"['RXN-8342', 'RXN-12473', 'RXN-11361']"
EG11598,moaE,CPLX0-2502,PWY-6823,Molybdenum-Cofactor-Biosynthesis,EG11598-MONOMER,['RXN-8342']
EG11829,mobA,EG11829-MONOMER,"['PWY-5964', 'PWY-7639']","['Molybdenum-Cofactor-Biosynthesis', 'Molybdenum-Cofactor-Biosynthesis']",EG11829-MONOMER,"['RXN0-262', 'RXN-21601', 'RXN-16457', 'RXN-16456']"
G7496,mocA,G7496-MONOMER,PWY-6476,Molybdenum-Cofactor-Biosynthesis,G7496-MONOMER,['RXN0-6254']
EG10002,modB,ABC-19-CPLX,PWY-8171,Molybdenum-Cofactor-Biosynthesis,MODB-MONOMER,['ABC-19-RXN']
EG10152,modC,ABC-19-CPLX,PWY-8171,Molybdenum-Cofactor-Biosynthesis,MODC-MONOMER,['ABC-19-RXN']
EG10153,moeA,CPLX0-8045,PWY-8171,Molybdenum-Cofactor-Biosynthesis,EG10153-MONOMER,"['RXN-21563', 'RXN-24141', 'RXN-24142', 'RXN-24143']"
EG10154,moeB,"['CPLX0-12611', 'CPLX0-8164']",PWY-6823,Molybdenum-Cofactor-Biosynthesis,EG10154-MONOMER,"['RXN-12473', 'RXN-11361']"
EG11511,mog,CPLX0-8163,PWY-8171,Molybdenum-Cofactor-Biosynthesis,EG11511-MONOMER,['RXN-8344']
G6662,mpaA,CPLX0-7989,PWY0-1546,Polymer-Degradation,G6662-MONOMER,['RXN0-961']
EG12440,mpl,EG12440-MONOMER,PWY0-1261,Anhydromuropeptides-Recycling,EG12440-MONOMER,"['RXN0-2361', 'RXN0-7022']"
G6665,mppA,CPLX0-3970,,,G6665-MONOMER,['TRANS-RXN0-268']
EG12069,mqo,EG12069-MONOMER,TCA,TCA-VARIANTS,EG12069-MONOMER,['MALATE-DEHYDROGENASE-ACCEPTOR-RXN']
EG10604,mraY,PHOSNACMURPENTATRANS-MONOMER,PEPTIDOGLYCANSYN-PWY,"['Peptidoglycan-Biosynthesis', 'Super-Pathways']",PHOSNACMURPENTATRANS-MONOMER,['PHOSNACMURPENTATRANS-RXN']
EG10748,mrcA,CPLX0-7717,"['PEPTIDOGLYCANSYN-PWY', 'PWY0-1586']","['Peptidoglycan-Biosynthesis', 'Super-Pathways', 'Peptidoglycan-Biosynthesis']",EG10748-MONOMER,"['RXN-16650', 'RXN-16659', 'RXN-16649']"
EG10605,mrcB,CPLX0-3951,"['PEPTIDOGLYCANSYN-PWY', 'PWY0-1586']","['Peptidoglycan-Biosynthesis', 'Super-Pathways', 'Peptidoglycan-Biosynthesis']","['MONOMER0-4521', 'EG10605-MONOMER']","['RXN-16650', 'RXN-16659', 'RXN-16649']"
EG10606,mrdA,EG10606-MONOMER,PWY0-1586,Peptidoglycan-Biosynthesis,EG10606-MONOMER,['RXN-16659']
EG10613,msbA,CPLX0-7704,,,EG10613-MONOMER,"['TRANS-RXN-236', 'TRANS-RXN-498']"
EG11433,msrA,EG11433-MONOMER,,,EG11433-MONOMER,"['RXN-8668', '1.8.4.13-RXN']"
G7005,msrC,CPLX0-8217,,,G7005-MONOMER,['1.8.4.14-RXN']
EG10615,mtlA,CPLX-166,,,MTLA-MONOMER,"['TRANS-RXN-156', 'TRANS-RXN-169']"
EG10616,mtlD,MANNPDEHYDROG-MONOMER,MANNIDEG-PWY,Mannitol-Degradation,MANNPDEHYDROG-MONOMER,['MANNPDEHYDROG-RXN']
EG11090,mtn,CPLX0-1541,"['PWY-6151', 'PWY-6153', 'PWY0-1391']","['S-adenosyl-L-methionine-Biosynthesis', 'Autoinducer-Biosynthesis', 'Methylthioadenosine-Degradation']",EG11090-MONOMER,"['ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN', 'METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN', 'RXN0-6550']"
EG10617,mtr,MTR-MONOMER,,,MTR-MONOMER,"['TRANS-RXN-76', 'TRANS-RXN-142']"
EG11358,murA,UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER,"['PWY-6387', 'PWY0-1261']","['Acetylmuramoyl-Pentapeptide-Biosynthesis', 'Anhydromuropeptides-Recycling']",UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER,['UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN']
EG11205,murB,UDPNACETYLMURAMATEDEHYDROG-MONOMER,"['PWY-6387', 'PWY0-1261']","['Acetylmuramoyl-Pentapeptide-Biosynthesis', 'Anhydromuropeptides-Recycling']",UDPNACETYLMURAMATEDEHYDROG-MONOMER,['UDPNACETYLMURAMATEDEHYDROG-RXN']
EG10619,murC,CPLX0-8014,PWY-6387,Acetylmuramoyl-Pentapeptide-Biosynthesis,UDP-NACMUR-ALA-LIG-MONOMER,['UDP-NACMUR-ALA-LIG-RXN']
EG10620,murD,UDP-NACMURALA-GLU-LIG-MONOMER,PWY-6387,Acetylmuramoyl-Pentapeptide-Biosynthesis,UDP-NACMURALA-GLU-LIG-MONOMER,['UDP-NACMURALA-GLU-LIG-RXN']
EG10621,murE,UDP-NACMURALGLDAPLIG-MONOMER,PWY-6387,Acetylmuramoyl-Pentapeptide-Biosynthesis,UDP-NACMURALGLDAPLIG-MONOMER,['UDP-NACMURALGLDAPLIG-RXN']
EG10622,murF,UDP-NACMURALGLDAPAALIG-MONOMER,PWY-6387,Acetylmuramoyl-Pentapeptide-Biosynthesis,UDP-NACMURALGLDAPAALIG-MONOMER,['UDP-NACMURALGLDAPAALIG-RXN']
EG10623,murG,NACGLCTRANS-MONOMER,PEPTIDOGLYCANSYN-PWY,"['Peptidoglycan-Biosynthesis', 'Super-Pathways']",NACGLCTRANS-MONOMER,['NACGLCTRANS-RXN']
EG11204,murI,GLUTRACE-MONOMER,PWY-6387,Acetylmuramoyl-Pentapeptide-Biosynthesis,GLUTRACE-MONOMER,['GLUTRACE-RXN']
G6561,murJ,G6561-MONOMER,PEPTIDOGLYCANSYN-PWY,"['Peptidoglycan-Biosynthesis', 'Super-Pathways']",G6561-MONOMER,['TRANS-RXN0-286']
G7264,murP,"['CPLX0-7', 'MONOMER0-5']",,,MONOMER0-5,"['RXN0-17', 'TRANS-RXN0-587']"
G7263,murQ,CPLX0-7732,PWY0-1261,Anhydromuropeptides-Recycling,G7263-MONOMER,['RXN0-4641']
EG10626,mutT,EG10626-MONOMER,,,EG10626-MONOMER,"['RXN-11396', 'RXN-14002', 'RXN-12816', 'RXN-11397']"
EG10630,nadA,CPLX0-7719,PYRIDNUCSYN-PWY,NAD-SYN,QUINOLINATE-SYNTHA-MONOMER,['QUINOLINATE-SYNTHA-RXN']
EG10631,nadB,L-ASPARTATE-OXID-MONOMER,PYRIDNUCSYN-PWY,NAD-SYN,L-ASPARTATE-OXID-MONOMER,"['L-ASPARTATE-OXID-RXN', 'RXN-9772']"
EG11546,nadC,QUINOPRIBOTRANS-CPLX,PYRIDNUCSYN-PWY,NAD-SYN,QUINOPRIBOTRANS-MONOMER,['QUINOPRIBOTRANS-RXN']
G6350,nadD,NICONUCADENYLYLTRAN-MONOMER,"['PYRIDNUCSYN-PWY', 'PYRIDNUCSAL-PWY', 'PWY-7761']","['NAD-SYN', 'NAD-SYN', 'NAD-SYN']",NICONUCADENYLYLTRAN-MONOMER,['NICONUCADENYLYLTRAN-RXN']
EG10663,nadE,NAD-SYNTH-CPLX,"['PYRIDNUCSYN-PWY', 'PYRIDNUCSAL-PWY', 'PWY-7761']","['NAD-SYN', 'NAD-SYN', 'NAD-SYN']",NAD-SYNTH-MONOMER,['NAD-SYNTH-NH3-RXN']
EG12192,nadK,CPLX0-682,NADPHOS-DEPHOS-PWY,NAD-Metabolism,MONOMER0-541,['NAD-KIN-RXN']
EG11335,nadR,CPLX0-7975,PWY3O-4106,NAD-SYN,PD04413,"['2.7.7.1-RXN', 'RIBOSYLNICOTINAMIDE-KINASE-RXN']"
EG10632,nagA,NAG6PDEACET-CPLX,"['GLUAMCAT-PWY', 'PWY0-1261']","['N-Acetylglucosamine-Degradation', 'Anhydromuropeptides-Recycling']",NAG6PDEACET-MONOMER,['NAG6PDEACET-RXN']
EG10633,nagB,GLUCOSAMINE-6-P-DEAMIN-CPLX,GLUAMCAT-PWY,N-Acetylglucosamine-Degradation,GLUCOSAMINE-6-P-DEAMIN-MONOMER,['GLUCOSAMINE-6-P-DEAMIN-RXN']
EG10635,nagE,CPLX-167,,,NAGE-MONOMER,"['TRANS-RXN-167', 'TRANS-RXN-167A']"
G6576,nagK,G6576-MONOMER,,,G6576-MONOMER,['N-ACETYLGLUCOSAMINE-KINASE-RXN']
G6567,nagZ,G6567-MONOMER,PWY0-1261,Anhydromuropeptides-Recycling,G6567-MONOMER,['RXN0-5226']
EG10637,nanA,ACNEULY-CPLX,PWY0-1324,NAN-MANNACs-degradation,ACNEULY-MONOMER,[‘RXN0-7390’]
G7921,nanC,G7921-MONOMER,,,G7921-MONOMER,"['RXN-15315', 'RXN0-0']"
G7677,nanE,NANE-MONOMER,PWY0-1324,NAN-MANNACs-degradation,NANE-MONOMER,['NANE-RXN']
G7676,nanK,CPLX0-8588,PWY0-1324,NAN-MANNACs-degradation,NANK-MONOMER,['NANK-RXN']
G7920,nanM,CPLX0-7658,PWY0-1324,NAN-MANNACs-degradation,G7920-MONOMER,"['RXN0-5329', 'RXN-22511', 'RXN0-7389']"
G436,nanT,NANT-MONOMER,,,NANT-MONOMER,['RXN-15314']
EG12060,napC,NAPC-MONOMER,PWY-8147,"['Cytochrome-C-Biogenesis', 'Protein-Modification']",NAPC-MONOMER,['RXN-14107']
EG12064,napG,CPLX0-3241,PWY0-1584,"['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NAPG-MONOMER,['RXN-18584']
EG12062,napH,CPLX0-3241,PWY0-1584,"['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NAPH-MONOMER,['RXN-18584']
EG10638,narG,NITRATREDUCTA-CPLX,"['PWY0-1321', 'PWY0-1352', 'PWY0-1581', 'PWY0-1573']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NARG-MONOMER,"['RXN0-3501', 'RXN0-7124', 'RXN-15119']"
EG10639,narH,NITRATREDUCTA-CPLX,"['PWY0-1321', 'PWY0-1352', 'PWY0-1581', 'PWY0-1573']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NARH-MONOMER,"['RXN0-3501', 'RXN0-7124', 'RXN-15119']"
EG10640,narI,NITRATREDUCTA-CPLX,"['PWY0-1321', 'PWY0-1352', 'PWY0-1581', 'PWY0-1573']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NARI-MONOMER,"['RXN0-3501', 'RXN0-7124', 'RXN-15119']"
EG10642,narK,NARK-MONOMER,,,NARK-MONOMER,['TRANS-RXN0-239']
EG10644,narV,NITRATREDUCTZ-CPLX,"['PWY0-1321', 'PWY0-1352', 'PWY0-1581']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NARV-MONOMER,"['RXN0-3501', 'RXN-15119']"
EG10647,narY,NITRATREDUCTZ-CPLX,"['PWY0-1321', 'PWY0-1352', 'PWY0-1581']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NARY-MONOMER,"['RXN0-3501', 'RXN-15119']"
EG10648,narZ,NITRATREDUCTZ-CPLX,"['PWY0-1321', 'PWY0-1352', 'PWY0-1581']","['ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NARZ-MONOMER,"['RXN0-3501', 'RXN-15119']"
EG10649,ndh,NADH-DHII-MONOMER,"['PWY0-1567', 'PWY0-1568', 'PWY0-1573']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer', 'ANAEROBIC-RESPIRATION', 'Electron-Transfer', 'Nitrate-Reduction']",NADH-DHII-MONOMER,"['RXN0-5330', 'RXN0-7123', 'R170-RXN']"
EG10650,ndk,NUCLEOSIDE-DIP-KIN-CPLX,"['PWY-7176', 'PWY0-163', 'PWY-7205', 'PWY0-166', 'PWY-7184', 'PWY-7197', 'PWY-7187', 'PWY-7220', 'PWY-7222', 'PPGPPMET-PWY', 'PWY-7221']","['Pyrimid-Ribonucleot-De-Novo-Biosyn', 'Pyrimidine-Nucleotide-Salvage', 'Pyrimidine-Nucleotide-Salvage', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Metabolic-Clusters', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Metabolic-Clusters', 'Pyrimidine-Nucleotide-Salvage', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Adenosine-Deoxy-Denovo-Bbiosynthesis', 'Guanosine-Deoxy-Denovo-Biosynthesis', 'Metabolic-Regulators', 'Purine-Ribonuc-De-Novo-Biosynthesis']",NUCLEOSIDE-DIP-KIN-MONOMER,"['NUCLEOSIDE-DIP-KIN-RXN', 'UDPKIN-RXN', 'CDPKIN-RXN', 'DUDPKIN-RXN', 'DCDPKIN-RXN', 'DTDPKIN-RXN', 'DADPKIN-RXN', 'DGDPKIN-RXN', 'GDPKIN-RXN']"
EG11261,nfsA,CPLX0-244,,,EG11261-MONOMER,"['R303-RXN', 'RXN-24048', 'RXN-24049', 'RXN0-7385']"
EG10652,nhaA,CPLX0-7629,,,NHAA-MONOMER,"['TRANS-RXN-129', 'TRANS-RXN-292']"
EG11392,nhaB,NHAB-MONOMER,,,NHAB-MONOMER,['TRANS-RXN-130']
G6770,nhoA,CPLX0-236,,,G6770-MONOMER,"['ARYLAMINE-N-ACETYLTRANSFERASE-RXN', '2.3.1.118-RXN']"
EG12075,nikA,ABC-20-CPLX,,,NIKA-MONOMER,"['ABC-20-RXN', 'TRANS-RXN0-630']"
EG12076,nikB,ABC-20-CPLX,,,NIKB-MONOMER,"['ABC-20-RXN', 'TRANS-RXN0-630']"
EG12077,nikC,ABC-20-CPLX,,,NIKC-MONOMER,"['ABC-20-RXN', 'TRANS-RXN0-630']"
EG12078,nikD,ABC-20-CPLX,,,NIKD-MONOMER,"['ABC-20-RXN', 'TRANS-RXN0-630']"
EG12079,nikE,ABC-20-CPLX,,,NIKE-MONOMER,"['ABC-20-RXN', 'TRANS-RXN0-630']"
EG10653,nirB,NITRITREDUCT-CPLX,,,NIRB-MONOMER,['RXN-13854']
EG10654,nirC,NIRC-MONOMER,,,NIRC-MONOMER,['TRANS-RXN-137']
EG10655,nirD,NITRITREDUCT-CPLX,,,NIRD-MONOMER,['RXN-13854']
EG11758,nnr,EG11758-MONOMER,,,EG11758-MONOMER,"['RXN0-6727', 'RXN-13141', 'RXN-12752', 'RXN-13142']"
G7413,norV,CPLX0-1,,,G7413-MONOMER,['RXN0-2721']
EG12450,norW,EG12450-MONOMER,,,EG12450-MONOMER,['RXN-22001']
EG10660,nrdA,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,"['PWY0-166', 'PWY-7184', 'PWY-7220', 'PWY-7222']","['Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Metabolic-Clusters', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Adenosine-Deoxy-Denovo-Bbiosynthesis', 'Guanosine-Deoxy-Denovo-Biosynthesis']",NRDA-MONOMER,"['RIBONUCLEOSIDE-DIP-REDUCTI-RXN', 'CDPREDUCT-RXN', 'UDPREDUCT-RXN', 'ADPREDUCT-RXN', 'GDPREDUCT-RXN']"
EG10661,nrdB,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,"['PWY0-166', 'PWY-7184', 'PWY-7220', 'PWY-7222']","['Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Metabolic-Clusters', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Adenosine-Deoxy-Denovo-Bbiosynthesis', 'Guanosine-Deoxy-Denovo-Biosynthesis']",NRDB-MONOMER,"['RIBONUCLEOSIDE-DIP-REDUCTI-RXN', 'CDPREDUCT-RXN', 'UDPREDUCT-RXN', 'ADPREDUCT-RXN', 'GDPREDUCT-RXN']"
EG11417,nrdD,RIBONUCLEOSIDE-TRIP-REDUCT-CPLX,"['PWY-7220', 'PWY-7222', 'PWY0-166', 'PWY-7187']","['Adenosine-Deoxy-Denovo-Bbiosynthesis', 'Guanosine-Deoxy-Denovo-Biosynthesis', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn', 'Super-Pathways', 'Pyrimid-Deoxyribonucleot-De-Novo-Biosyn']",RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER,"['RIBONUCLEOSIDE-TRIP-REDUCT-RXN', 'RXN0-745', 'RXN0-746', 'RXN0-724', 'RXN0-723']"
