Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Object ID
uhpU	b4829	3845730	3845995	small RNA UhpU	PARTIAL	G0-17104
ydfJ	b1543	1631002	1632285	putative transporter YdfJ	PARTIAL	G6817
yigZ	b3848	4032492	4033106	IMPACT family member YigZ	UNCHARACTERIZED	EG11484
scpC	b2920	3064802	3066280	propionyl-CoA:succinate CoA transferase	WELL-CHARACTERIZED	G7517
malK	b4035	4246784	4247899	maltose ABC transporter ATP binding subunit	WELL-CHARACTERIZED	EG10558
mntR	b0817	853183	853650	DNA-binding transcriptional dual regulator MntR	WELL-CHARACTERIZED	G6420
dtpA	b1634	1712769	1714271	dipeptide/tripeptide:H<sup>+</sup> symporter DtpA	WELL-CHARACTERIZED	G6877
pgaA	b1024	1089866	1092289	partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine export outer membrane porin	WELL-CHARACTERIZED	G6531
nuoJ	b2280	2395342	2395896	NADH:quinone oxidoreductase subunit J	WELL-CHARACTERIZED	EG12090
yfcV	b2339	2455083	2455646	putative fimbrial protein YfcV	PARTIAL	G7210
yadW	b4728	176552	176617	protein YadW	UNCHARACTERIZED	G0-16723
lptM	b4558	3994522	3994725	LptD oxidative maturation-associated lipoprotein	PARTIAL	G0-10471
flgD	b1075	1131854	1132549	flagellar biosynthesis, initiation of hook assembly	WELL-CHARACTERIZED	G360
ybhB	b0773	807433	807909	putative kinase inhibitor	PARTIAL	EG11238
insAB1		19811	20508	InsAB' transposase	WELL-CHARACTERIZED	G0-10535
ydhU	b1670	1749563	1750348	putative cytochrome YdhU	PARTIAL	G6898
entA	b0596	628551	629297	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	WELL-CHARACTERIZED	EG10259
waaA	b3633	3808540	3809817	KDO transferase	WELL-CHARACTERIZED	EG10520
hchA	b1967	2035835	2036686	protein/nucleic acid deglycase 1	WELL-CHARACTERIZED	G7055
ydeO	b1499	1582926	1583687	DNA-binding transcriptional dual regulator YdeO	WELL-CHARACTERIZED	G6789
sucC	b0728	763014	764180	succinyl-CoA synthetase subunit &beta;	WELL-CHARACTERIZED	EG10981
gltD	b3213	3359198	3360616	glutamate synthase subunit GltD	WELL-CHARACTERIZED	EG10404
fhuA	b0150	167484	169727	ferrichrome outer membrane transporter/phage receptor	WELL-CHARACTERIZED	EG10302
dnaQ	b0215	236067	236798	DNA polymerase III subunit &epsilon;	WELL-CHARACTERIZED	EG10243
cydX	b4515	774196	774309	cytochrome <i>bd</i>-I accessory subunit CydX	PARTIAL	G0-10441
potI	b0857	897084	897929	putrescine ABC transporter membrane subunit PotI	WELL-CHARACTERIZED	EG11632
clsC	b1046	1106355	1107776	cardiolipin synthase C	WELL-CHARACTERIZED	G6551
glmS	b3729	3911839	3913668	L-glutamine&mdash;D-fructose-6-phosphate aminotransferase	WELL-CHARACTERIZED	EG10382
msrB	b1778	1862016	1862429	methionine sulfoxide reductase B	WELL-CHARACTERIZED	EG12394
uxuR	b4324	4554576	4555349	DNA-binding transcriptional repressor UxuR	PARTIAL	EG20249
sibA	b4436	2153311	2153454	small RNA SibA	PARTIAL	G0-8884
ytgB	b4822	4486043	4486099	protein YtgB	UNCHARACTERIZED	G0-17096
lapA	b1279	1340243	1340551	lipopolysaccharide assembly protein A	PARTIAL	G6637
yiaV	b3586	3752963	3754099	putative membrane fusion protein YiaV	PARTIAL	EG12290
gcvP	b2903	3046168	3049041	glycine decarboxylase	WELL-CHARACTERIZED	EG11810
yneG	b1523	1611966	1612325	DUF4186 domain-containing protein YneG	UNCHARACTERIZED	G6809
panC	b0133	147944	148795	pantothenate synthetase	WELL-CHARACTERIZED	EG11746
rihC	b0030	27293	28207	ribonucleoside hydrolase RihC	WELL-CHARACTERIZED	EG11082
ybfF	b0686	712038	712802	esterase	PARTIAL	EG11776
ybjL	b0847	888134	889819	putative transport protein YbjL	PARTIAL	G6445
nanA	b3225	3372683	3373576	<i>N</i>-acetylneuraminate lyase	WELL-CHARACTERIZED	EG10637
yfjI	b2625	2758985	2760394	CP4-57 prophage; DUF3987 domain-containing protein YfjI	UNCHARACTERIZED	G7360
ynfA	b1582	1655347	1655673	putative transporter YnfA	PARTIAL	G6840
selB	b3590	3758017	3759861	selenocysteyl-tRNA-specific translation elongation factor	WELL-CHARACTERIZED	EG10942
insA1	b0022	20233	20508	IS1 family protein InsA	PARTIAL	G6086
hyfE	b2485	2606262	2606912	hydrogenase 4 component E	PARTIAL	G7302
yciU	b1248	1306821	1307150	DUF440 domain-containing protein YciU	UNCHARACTERIZED	G6633
yjfI	b4181	4410133	4410534	DUF2170 domain-containing protein YjfI	UNCHARACTERIZED	G7846
yeeS	b2002	2076308	2076754	CP4-44 prophage; RadC-like JAB domain-containing protein YeeS	UNCHARACTERIZED	G7082
yaiI	b0387	405764	406222	DUF188 domain-containing protein YaiI	UNCHARACTERIZED	G6230
yqcC	b2792	2923784	2924113	DUF446 domain-containing protein YqcC	UNCHARACTERIZED	G7450
ydiK	b1688	1769074	1770186	putative transporter YdiK	PARTIAL	G6914
narU	b1469	1542672	1544060	nitrate/nitrite transporter NarU	WELL-CHARACTERIZED	EG12153
tatB	b3838	4022218	4022733	twin arginine protein translocation system - TatB protein	WELL-CHARACTERIZED	G7808
yieK	b3718	3898671	3899393	putative glucosamine-6-phosphate deaminase YieK	PARTIAL	EG11728
yejB	b2178	2274179	2275273	putative oligopeptide ABC transporter membrane subunit YejB	WELL-CHARACTERIZED	EG12038
tusE	b0969	1030339	1030668	sulfur transfer protein TusE	WELL-CHARACTERIZED	EG12876
ansP	b1453	1524481	1525980	L-asparagine transporter	PARTIAL	G6764
mhpB	b0348	370277	371221	3-carboxyethylcatechol 2,3-dioxygenase	WELL-CHARACTERIZED	M011
insM	b4561	4508684	4508942			G0-10567
yafZ	b0252	267184	268005	CP4-6 prophage; DUF932 domain-containing protein YafZ	UNCHARACTERIZED	G6127
speG	b1584	1656184	1656744	spermidine <i>N</i>-acetyltransferase	WELL-CHARACTERIZED	G6842
arpA	b4017	4220301	4222487	ankyrin-like regulator	UNCHARACTERIZED	EG11208
yrbL	b3207	3348452	3349084	protein kinase-like domain-containing protein YrbL	UNCHARACTERIZED	G7667
yhbP	b3154	3299472	3299915	putative FMN binding protein YhbP	PARTIAL	G7648
mgtA	b4242	4467625	4470321	Mg<sup>2+</sup> importing P-type ATPase	PARTIAL	EG12525
phoR	b0400	417889	419184	sensor histidine kinase PhoR	WELL-CHARACTERIZED	EG10733
nhaA	b0019	17489	18655	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA	WELL-CHARACTERIZED	EG10652
rraA	b3929	4118845	4119330	ribonuclease E inhibitor protein A	WELL-CHARACTERIZED	EG11879
acpS	b2563	2700618	2700998	holo-[acyl-carrier-protein] synthase	WELL-CHARACTERIZED	EG10247
yafP	b0234	252709	253161	putative <i>N</i>-acetyltransferase YafP	PARTIAL	G6118
fliF	b1938	2013229	2014887	flagellar basal-body MS-ring and collar protein	WELL-CHARACTERIZED	EG11347
yagF	b0269	283201	285168	CP4-6 prophage; D-xylonate dehydratase	WELL-CHARACTERIZED	G6141
cusR	b0571	594760	595443	DNA-binding transcriptional activator CusR-phosphorylated // DNA-binding transcriptional activator CusR	WELL-CHARACTERIZED	G6319
ygeX	b2871	3007510	3008706	2,3-diaminopropionate ammonia-lyase	PARTIAL	G7490
grxC	b3610	3784191	3784442	oxidized glutaredoxin 3 // reduced glutaredoxin 3	WELL-CHARACTERIZED	EG12294
relE	b1563	1645346	1645633	Qin prophage; mRNA interferase toxin RelE	WELL-CHARACTERIZED	EG11131
dcrB	b3472	3609955	3610512	periplasmic bacteriophage sensitivity protein DcrB	PARTIAL	G7767
ftsX	b3462	3601028	3602086	cell division protein FtsX	PARTIAL	EG10345
gabT	b2662	2792735	2794015	4-aminobutyrate aminotransferase GabT	WELL-CHARACTERIZED	EG10361
gutM	b2706	2828621	2828980	DNA-binding transcriptional activator GutM	PARTIAL	EG10972
serU	b1975	2043468	2043557	tRNA-Ser(CGA)	WELL-CHARACTERIZED	EG30094
treA	b1197	1245679	1247376	periplasmic trehalase	WELL-CHARACTERIZED	EG11017
yghE	b2969	3111128	3111988	putative type II secretion system L-type protein YghE	PARTIAL	G7536
alaB				glutamate&mdash;pyruvate aminotransferase AlaB	PARTIAL	G0-9281
yphA	b2543	2673346	2673768	putative inner membrane protein	UNCHARACTERIZED	G7337
lpoB	b1105	1162638	1163279	outer membrane lipoprotein - activator of MrcB activity	WELL-CHARACTERIZED	G6565
yniB	b1726	1808697	1809233	uncharacterized protein YniB	UNCHARACTERIZED	G6931
ihfA	b1712	1795253	1795552	integration host factor subunit &alpha;	WELL-CHARACTERIZED	EG10440
amyA	b1927	2006156	2007643	alpha-amylase	PARTIAL	EG11387
insN	b4587			CP4-6 prophage; IS911A regulator fragment		G6130
insC2	b1403	1468784	1469149	IS2 insertion element repressor InsA	PARTIAL	G6724
mtgA	b3208	3349081	3349809	peptidoglycan glycosyltransferase MtgA	WELL-CHARACTERIZED	G7668
rseA	b2572	2708754	2709404	anti-sigma-E factor RseA	WELL-CHARACTERIZED	EG12341
gspI	b3330	3461974	3462351	type II secretion system minor pseudopilin GspI	WELL-CHARACTERIZED	G7708
yfjP	b2632	2767710	2768573	CP4-57 prophage; putative GTP-binding protein YfjP	PARTIAL	G7367
smpB	b2620	2754896	2755378	SsrA-binding protein	WELL-CHARACTERIZED	EG11782
menI	b1686	1765222	1765632	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	WELL-CHARACTERIZED	G6912
aroL	b0388	406405	406929	shikimate kinase 2	WELL-CHARACTERIZED	EG10082
ycjQ	b1313	1374963	1376015	D-guloside 3-dehydrogenase	WELL-CHARACTERIZED	G6651
yjhI	b4299	4525015	4525803	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI	PARTIAL	G7912
hypC	b2728	2851864	2852136	hydrogenase maturation factor HypC	WELL-CHARACTERIZED	EG10485
lysQ	b0749	781577	781652	tRNA-Lys(UUU)	WELL-CHARACTERIZED	G6392
fadR	b1187	1234938	1235657	DNA-binding transcriptional dual regulator FadR	PARTIAL	EG10281
insEF5		2170236	2171398	IS3 element transposase	PARTIAL	G0-10528
guaC	b0104	113444	114487	GMP reductase	WELL-CHARACTERIZED	EG10422
lysO	b0874	913958	914857	L-lysine/thialysine exporter	WELL-CHARACTERIZED	G6458
yafE	b0210	231926	232549	putative S-adenosylmethionine-dependent methyltransferase	PARTIAL	EG11651
C0664		2835055	2835167			G0-8911
glcA	b2975	3119597	3121279	glycolate/lactate:H<sup>+</sup> symporter GlcA	WELL-CHARACTERIZED	G7542
yiiQ	b3920	4111615	4112214	DUF1454 domain-containing protein YiiQ	UNCHARACTERIZED	EG11874
glnX	b0664	696430	696504	tRNA-Gln(CUG)	WELL-CHARACTERIZED	EG30031
ypjA	b2647	2778146	2782726	adhesin-like autotransporter YpjA	PARTIAL	G7382
yodB	b1974	2042368	2042898	putative cytochrome b561 YodB	PARTIAL	G7062
csiE	b2535	2665435	2666715	stationary phase-inducible protein CsiE	UNCHARACTERIZED	G7329
tas	b2834	2971597	2972637	putative NADP(H)-dependent aldo-keto reductase Tas	PARTIAL	G7462
yhhL	b3466	3604979	3605248	DUF1145 domain-containing protein YhhL	UNCHARACTERIZED	EG12212
tyrR	b1323	1386720	1388261	DNA-binding transcriptional dual regulator TyrR	WELL-CHARACTERIZED	EG11042
aaeR	b3243	3389520	3390449	DNA-binding transcriptional activator AaeR	PARTIAL	G7688
lsrR	b1512	1600288	1601241	DNA-binding transcriptional repressor LsrR	WELL-CHARACTERIZED	G6799
nrdF	b2676	2803502	2804461	ribonucleoside-diphosphate reductase 2 subunit &beta;	WELL-CHARACTERIZED	EG12381
ydiS	b1699	1781395	1782684	putative electron transfer flavoprotein-quinone oxidoreductase YdiS	PARTIAL	G6922
ilvX	b4669	3950507	3950557	uncharacterized protein IlvX	UNCHARACTERIZED	G0-10641
rplB	b3317	3450543	3451364	50S ribosomal subunit protein L2	WELL-CHARACTERIZED	EG10865
torS	b0993	1053434	1056178	sensor histidine kinase TorS	WELL-CHARACTERIZED	G6514
yegJ	b2071	2151185	2151646	DUF2314 domain-containing protein YegJ	UNCHARACTERIZED	G7110
ppx	b2502	2625115	2626656	exopolyphosphatase	WELL-CHARACTERIZED	EG11403
ihfB	b0912	963828	964112	integration host factor subunit &beta;	WELL-CHARACTERIZED	EG10441
sroH	b4691	4190327	4190487	small RNA SroH	PARTIAL	G0-9388
queF	b2794	2925348	2926196	7-cyano-7-deazaguanine reductase	WELL-CHARACTERIZED	G7452
pfkB	b1723	1806370	1807299	6-phosphofructokinase 2	WELL-CHARACTERIZED	EG10700
sdaC	b2796	2928229	2929518	L-serine:H+ symporter	WELL-CHARACTERIZED	EG12142
rrsC	b3756	3941808	3943349	16S ribosomal RNA	WELL-CHARACTERIZED	EG30086
acrZ	b0762	794773	794922	multidrug efflux pump accessory protein AcrZ	WELL-CHARACTERIZED	G6396
ybbJ	b0488	514401	514859	NfeD-like family protein YbbJ	UNCHARACTERIZED	G6264
hprS	b1968	2036794	2038152	sensor histidine kinase HprS	WELL-CHARACTERIZED	G7056
rluD	b2594	2735031	2736011	23S rRNA pseudouridine<sup>1911/1915/1917</sup> synthase	WELL-CHARACTERIZED	EG12098
yejA	b2177	2272364	2274178	oligopeptide ABC transporter periplasmic binding protein YejA	WELL-CHARACTERIZED	EG12037
alaV	b0203	225500	225575	tRNA-Ala(UGC)	WELL-CHARACTERIZED	EG30010
psiF	b0384	403281	403601	phosphate starvation-inducible protein PsiF	UNCHARACTERIZED	EG11401
yfdR	b2361	2474984	2475520	CPS-53 (KpLE1) prophage; 5'-deoxynucleotidase	PARTIAL	G7230
caiE	b0035	34781	35371	putative transferase CaiE	PARTIAL	EG12608
G0-10697						G0-10697
pstS	b3728	3910485	3911525	phosphate ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG10734
dgcT	b1025	1092876	1094234	probable diguanylate cyclase DgcT	WELL-CHARACTERIZED	G6532
ygiZ	b3027	3171879	3172211	DUF2645 domain-containing inner membrane protein YgiZ	UNCHARACTERIZED	G7577
tcyL	b1918	1997811	1998479	cystine ABC transporter membrane subunit	WELL-CHARACTERIZED	G7037
abgR	b1339	1404741	1405649	putative LysR-type DNA-binding transcriptional regulator AbgR	PARTIAL	G6671
acnA	b1276	1335831	1338506	aconitate hydratase 1	WELL-CHARACTERIZED	EG11325
ftsA	b0094	103982	105244	cell division protein FtsA	WELL-CHARACTERIZED	EG10339
tolC	b3035	3178115	3179596	outer membrane channel TolC	WELL-CHARACTERIZED	EG11009
mdtU	b4777	1673608	1673709	protein MdtU	UNCHARACTERIZED	G0-17023
yjeT	b4176	4404386	4404583	DUF2065 domain-containing protein YjeT	UNCHARACTERIZED	G7844
yncK	b4578	1503218	1503649			G0-10557
mnaT	b1448	1518328	1518846	L-amino acid N-acyltransferase	PARTIAL	G6759
yieE	b3712	3893881	3894630	putative phosphopantetheinyl transferase	PARTIAL	EG11722
hybE	b2992	3140311	3140799	hydrogenase 2-specific chaperone	WELL-CHARACTERIZED	EG11803
purL	b2557	2691656	2695543	phosphoribosylformylglycinamide synthetase	WELL-CHARACTERIZED	EG10797
glcF	b4467	3124236	3125459	glycolate dehydrogenase, [Fe-S] subunit	WELL-CHARACTERIZED	G0-8601
yqfB	b2900	3043312	3043623	<i>N</i><sup>4</sup>-acetylcytidine amidohydrolase	WELL-CHARACTERIZED	G7513
gltB	b3212	3354725	3359185	glutamate synthase subunit GltB	WELL-CHARACTERIZED	EG10403
yfdP	b2359	2473604	2473966	CPS-53 (KpLE1) prophage; uncharacterized protein YfdP	UNCHARACTERIZED	G7228
yijD	b3964	4161771	4162130	DUF1422 domain-containing inner membrane protein YijD	UNCHARACTERIZED	EG11395
sfmF	b0534	563330	563845	putative fimbrial protein SfmF	PARTIAL	EG12388
groS	b4142	4370688	4370981	cochaperonin GroES	WELL-CHARACTERIZED	EG10600
pyrB	b4245	4471460	4472395	aspartate carbamoyltransferase catalytic subunit	WELL-CHARACTERIZED	EG10805
yagL	b0278	293220	293918	CP4-6 prophage; resolvase-like catalytic domain-containing protein YagL	UNCHARACTERIZED	G6149
insD4	b2860	2996372	2997277	IS2 insertion element protein InsB	UNCHARACTERIZED	G7480
yehQ	b2122	2209100	2210944	SWIM zinc finger domains-containing protein YehQ	UNCHARACTERIZED	EG12003
aat	b0885	926728	927432	leucyl/phenylalanyl-tRNA&mdash;protein transferase	WELL-CHARACTERIZED	EG11112
yjgZ	b4277	4501260	4501589	KpLE2 phage-like element; uncharacterized protein YjgZ	UNCHARACTERIZED	G7899
phnD	b4105	4323336	4324352	phosphonate/phosphate ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG10714
yegT	b2098	2178821	2180098	putative transporter YegT	PARTIAL	G7130
pmrR	b4703	4332116	4332205	small regulatory membrane protein PmrR	PARTIAL	G0-10707
ygcE	b2776	2901896	2903374	putative sugar kinase YgcE	PARTIAL	G7442
insB4	b0988	1050027	1050530	IS1 protein InsB	PARTIAL	G6509
torI	b4501	2476310	2476510	CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor	WELL-CHARACTERIZED	G0-9621
oppB	b1244	1302899	1303819	murein tripeptide ABC transporter / oligopeptide ABC transporter inner membrane subunit OppB	WELL-CHARACTERIZED	EG10675
yjiT	b4342	4572414	4573931	putative uncharacterized protein YjiT	UNCHARACTERIZED	G7938
ynfT	b4748	1632890	1633003	Qin prophage; protein YnfT	UNCHARACTERIZED	G0-16742
asnV	b1989	2062260	2062335	tRNA-Asn(GUU)	WELL-CHARACTERIZED	EG30022
intA	b2622	2756159	2757400	CP4-57 prophage; integrase IntA	WELL-CHARACTERIZED	EG11783
ybjQ	b0866	904593	904916	putative heavy metal binding protein YbjQ	PARTIAL	G6451
satP	b0010	9928	10494	acetate/succinate:H<sup>+</sup> symporter	WELL-CHARACTERIZED	EG11512
yihU	b3882	4072675	4073571	3-sulfolactaldehyde reductase	WELL-CHARACTERIZED	EG11847
mgtS	b4599	1622646	1622741	small protein MgtS	UNCHARACTERIZED	G0-8892
ileU	b3277	3427076	3427152	tRNA-Ile(GAU)	WELL-CHARACTERIZED	EG30044
kefF	b0046	47246	47776	regulator of KefC-mediated potassium transport and quinone oxidoreductase	WELL-CHARACTERIZED	EG11568
lsrF	b1517	1606100	1606975	3-hydroxy-2,4-pentadione 5-phosphate thiolase	WELL-CHARACTERIZED	G6804
yheO	b3346	3475718	3476440	DNA-binding transcriptional regulator YheO	PARTIAL	G7715
pth	b1204	1257929	1258513	peptidyl-tRNA hydrolase	WELL-CHARACTERIZED	EG10785
arpB	b4494	1803094	1804993	putative ankyrin repeat protein B, N-terminal fragment		G6926
cyaY	b3807	3993739	3994059	frataxin CyaY	WELL-CHARACTERIZED	EG11653
yiiG	b3896	4087002	4088057	DUF3829 domain-containing lipoprotein YiiG	UNCHARACTERIZED	EG11860
glpE	b3425	3561497	3561823	thiosulfate sulfurtransferase GlpE	WELL-CHARACTERIZED	EG10395
hcr	b0872	911182	912150	NADH oxidoreductase	PARTIAL	G6456
aroA	b0908	958812	960095	3-phosphoshikimate 1-carboxyvinyltransferase	WELL-CHARACTERIZED	EG10073
rlmA	b1822	1906251	1907060	23S rRNA m<sup>1</sup>G745 methyltransferase	WELL-CHARACTERIZED	EG12207
puuC	b1300	1362743	1364230	&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase	WELL-CHARACTERIZED	EG10036
puuA	b1297	1359490	1360908	glutamate-putrescine ligase	WELL-CHARACTERIZED	G6644
ybcM	b0546	571454	572251	DLP12 prophage; putative DNA-binding transcriptional regulator	PARTIAL	G6302
naRNA1		4326305	4326381	naRNA1	UNCHARACTERIZED	G0-16694
yfeC	b2398	2518467	2518811	DNA-binding transcriptional dual regulator YfeC	PARTIAL	EG11431
asnU	b1986	2059851	2059926	tRNA-Asn(GUU)	WELL-CHARACTERIZED	EG30021
yceK	b1050	1113579	1113806	DUF1375 domain-containing lipoprotein YceK	PARTIAL	EG12689
yafY	b0251	266110	266553	CP4-6 prophage; inner membrane lipoprotein YafY	PARTIAL	G6126
dsbD	b4136	4363345	4365042	thiol-disulfide exchange protein DsbD<sub>oxidized</sub> // thiol-disulfide exchange protein DsbD	WELL-CHARACTERIZED	EG12178
sspB	b3228	3376279	3376776	ClpXP protease specificity-enhancing factor	WELL-CHARACTERIZED	EG10978
ndh	b1109	1166085	1167389	NADH:quinone oxidoreductase II	WELL-CHARACTERIZED	EG10649
malH	b4807	4242531	4242633	small regulatory RNA MalH	WELL-CHARACTERIZED	G0-17082
asr	b1597	1671376	1671684	periplasmic chaperone Asr	PARTIAL	G6855
curA	b1449	1519027	1520064	NADPH-dependent curcumin/dihydrocurcumin reductase	WELL-CHARACTERIZED	G6760
ykgH	b0310	324696	325364	uncharacterized protein YkgH	UNCHARACTERIZED	G6180
nadK	b2615	2750831	2751709	NAD kinase	WELL-CHARACTERIZED	EG12192
ydcY	b1446	1517648	1517881	DUF2526 domain-containing protein YdcY	UNCHARACTERIZED	G6757
yfiF	b2581	2717491	2718528	putative methyltransferase YfiF	PARTIAL	EG11786
arcB	b3210	3350689	3353025	ArcB-<i>N</i>-phospho-L-histidine-292 // ArcB-phospho-L-aspartate-576 // ArcB-<i>N</i>-phospho-L-histidine-717 // sensor histidine kinase ArcB	WELL-CHARACTERIZED	EG10062
ydgH	b1604	1678427	1679371	DUF1471 domain-containing protein YdgH	UNCHARACTERIZED	G6860
yehI	b2118	2200279	2203911	DUF4132 domain-containing protein YehI	UNCHARACTERIZED	EG11995
yigB	b3812	3997183	3997899	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	WELL-CHARACTERIZED	EG11202
dxs	b0420	438315	440177	1-deoxy-D-xylulose-5-phosphate synthase	WELL-CHARACTERIZED	G6237
ftsL	b0083	91032	91397	cell division protein FtsL	PARTIAL	EG11086
yfaV	b2246	2358863	2360152	putative transporter YfaV	PARTIAL	G7159
eutH	b2452	2566881	2568107	putative ethanolamine permease EutH	PARTIAL	G7282
yehM	b2120	2205695	2207974	uncharacterized protein YehM	UNCHARACTERIZED	EG11999
guaB	b2508	2632604	2634070	inosine 5'-monophosphate dehydrogenase	WELL-CHARACTERIZED	EG10421
xisE	b1141	1200787	1201032	e14 prophage; putative excisionase	PARTIAL	G6585
ydjK	b1775	1858850	1860229	putative transporter YdjK	PARTIAL	G6962
exbD	b3005	3150818	3151243	Ton complex subunit ExbD	WELL-CHARACTERIZED	EG10272
yfbV	b2295	2412677	2413132	PF04217 family membrane protein YfbV	PARTIAL	G7189
timR	b4811	2653356	2653455	putative small regulatory RNA TimR	PARTIAL	G0-17086
exoX	b1844	1926120	1926782	exonuclease X	WELL-CHARACTERIZED	G7016
lysS	b2890	3033657	3035174	lysine&mdash;tRNA ligase	WELL-CHARACTERIZED	EG10552
asnS	b0930	987585	988985	asparagine&mdash;tRNA ligase	WELL-CHARACTERIZED	EG10094
rluA	b0058	59687	60346	23S rRNA pseudouridine<sup>746</sup> and tRNA pseudouridine<sup>32</sup> synthase	WELL-CHARACTERIZED	EG12609
ptsG	b1101	1157869	1159302	EIIBC<sup>glc</sup> - phosphorylated // glucose-specific PTS enzyme IIBC component	WELL-CHARACTERIZED	EG10787
yieP	b3755	3940635	3941327	DNA-binding transcriptional dual regulator YieP	PARTIAL	EG11733
codA	b0337	356171	357454	cytosine/isoguanine deaminase	WELL-CHARACTERIZED	EG11326
mcrC	b4345	4576912	4577958	Type IV methyl-directed restriction enzyme EcoKMcrBC subunit	PARTIAL	EG10575
yahF	b0320	336778	338325	putative acyl-CoA synthetase YahF	PARTIAL	G6185
ydcZ	b1447	1517882	1518331	putative transport protein YdcZ	PARTIAL	G6758
