Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_late_FOLD_CHANGE_rna,DSS3_ac_v_DSS3_early_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_late_FOLD_CHANGE_rna,DSS3_glc_v_DSS3_early_FOLD_CHANGE_rna,DSS3_late_v_DSS3_early_FOLD_CHANGE_rna,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
923,2032,15958119.7695731,10780939.8045805,20968845.5821252,38450761.5519178,0.553552460523235,-0.395507189041747,-1.22310491585798,-0.949059649564983,-1.77665737638121,-0.827597726816236,0.00901134537651922,0.01062874251497,True,,,,,,,SPO2030,K03297,,Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68),1,SPO_RS10300,0.0,
924,778,80668590.8384895,111601441.616346,113803796.877331,259197188.770372,-0.476155816188601,-0.503437642939598,-1.63946707954081,-0.0272818267509968,-1.16331126335221,-1.13602943660121,0.00901210857464497,0.0106402579456471,True,,,0.014,,,,SPO0779,K01783,Pentose phosphate pathway (Pentose phosphate cycle),Pentose-5-phosphate-3-epimerase (Rpe) (PDB:1H1Y),1,SPO_RS03930,2.0,"RIBULP3EPIM-RXN, RXN-22715"
925,1834,7520208.50955513,7255253.39100069,6828406.97892384,18754041.2000455,0.0522696054897871,0.140394315892088,-1.25683172423958,0.088124710402301,-1.30910132972937,-1.39722604013167,0.00901745543808878,0.0106517733763242,True,,,,,,,SPO1832,K01997,,"Branched-chain amino acid ABC-type transport system, permease component (LivH)",1,SPO_RS09320,0.0,
926,145,175914210.752396,477659869.25881,344104751.731705,750223875.479346,-1.46358763162564,-0.994730942920984,-2.07368629786452,0.468856688704658,-0.610098666238883,-1.07895535494354,0.0090197450437685,0.0106632888070013,True,,,0.0083,,,,SPO0147,K01692,beta-Oxidation,Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),1,SPO_RS00755,11.0,"RXN-2002, RXN-13616, RXN-20675, RXN-12567, RXN-20678, RXN-11667, RXN0-5393, RXN-17776, RXN-17780, ENOYL-COA-HYDRAT-RXN, RXN-2425"
927,3998,1078212.26101719,2770063.83411463,1943042.83242755,4173687.46291243,-1.35789371362056,-0.850043793026653,-1.9102274985169,0.507849920593908,-0.552333784896344,-1.06018370549025,0.00902186628719987,0.0106748042376784,True,,,,,,,SPOA0100,K01995,,"ABC-type branched-chain amino acid transport system, ATPase component LivG (LivG) (PDB:1G9X) (PUBMED:29514851)",1,SPO_RS20315,0.0,
928,888,101477952.295632,316116113.445964,200253342.473252,678393799.868202,-1.67100735931262,-1.01272549029354,-2.70155967484752,0.658281869019081,-1.0305523155349,-1.68883418455398,0.00903070578105468,0.0106863196683555,True,,,0.0114,,,,SPO0888,K03824,,Predicted N-acetyltransferase YhbS (yhbS) (PDB:4ZBG),1,SPO_RS04475,0.0,
929,3868,20030201.9241652,30294966.4942358,63357439.1336185,73034224.8565805,-0.615472675645918,-1.67535964016878,-1.8227367874665,-1.05988696452286,-1.20726411182058,-0.147377147297724,0.00903562306741523,0.0106978350990327,True,,0.0436,0.0169,,,,SPO3866,K07152,,"Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family (Sco1) (PDB:1ON4)",1,SPO_RS19620,0.0,
930,3665,31267658.3090168,54430666.6123035,28057602.9080174,138357254.515725,-0.799622087436652,0.156631469693802,-2.06646593742031,0.956253557130455,-1.26684384998365,-2.22309740711411,0.0090439107454757,0.0107093505297098,True,,,0.0214,,,,SPO3665,K21395,,"TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)",1,SPO_RS18575,0.0,
931,667,66011159.5797858,78329083.8473727,103584058.55744,215320266.501448,-0.25054099054746,-0.655616109373678,-1.65130224254201,-0.405075118826218,-1.40076125199455,-0.995686133168334,0.00904984135457529,0.0107208659603869,True,,,0.0156,,,,SPO0668,K02502,"Histidine biosynthesis, PRPP => histidine",ATP phosphoribosyltransferase regulatory subunit HisZ (HisZ) (PDB:3OD1) (PUBMED:9767141),1,SPO_RS03375,1.0,ATPPHOSPHORIBOSYLTRANS-RXN
932,158,17447102.4116594,14486602.6280061,34579955.6982674,29103126.1768657,0.271430522337841,-0.98696936736643,-0.674110822557086,-1.25839988970427,-0.945541344894927,0.312858544809344,0.00908139104711432,0.010732381391064,True,,0.0051,,0.002,,,SPO0160,,,"RNA-splicing ligase RtcB, repairs tRNA damage (RtcB) (PDB:1UC2)",1,SPO_RS00820,0.0,
933,2412,7854394.84241237,15295632.3835107,19351359.3008681,15983618.8479196,-0.962857485697227,-1.30708312896767,-0.993152629049149,-0.344225643270448,-0.0302951433519211,0.313930499918527,0.0090960243814462,0.0107438968217411,True,,,,,,,SPO2415,K00477,,"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family (PhyH) (PDB:2A1X)",1,SPO_RS12270,0.0,
934,1561,32300384.0667241,67555490.7988469,31686205.8652713,104685376.909311,-1.05808205684786,0.0348316303340219,-1.63145066315981,1.09291368718189,-0.573368606311941,-1.66628229349383,0.00911815289124172,0.0107554122524182,True,,,,,,,SPO1558,K04782,,Chorismate mutase (PheA) (PDB:1ECM),1,SPO_RS07930,1.0,CHORISMATEMUT-RXN
935,1026,105736752.879879,134494743.949588,153214285.197469,281101710.126487,-0.346524145188258,-0.541023492131458,-1.37328273824523,-0.194499346943199,-1.02675859305697,-0.832259246113775,0.00911885077028319,0.0107669276830953,True,,,0.0128,,,,SPO1027,,,"Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family (PDB:2F46)",1,SPO_RS05170,0.0,
936,13,87505568.0327539,121670745.879284,132453922.976385,281925548.439611,-0.492189186227687,-0.614101739730383,-1.65316454155099,-0.121912553502696,-1.1609753553233,-1.03906280182061,0.00912574154846972,0.0107784431137724,True,,,0.0131,,,,SPO0013,K00852,,"Sugar or nucleoside kinase, ribokinase family (RbsK) (PDB:2QCV)",1,SPO_RS00065,1.0,RIBOKIN-RXN
937,818,11505800.4799735,35051935.6473885,32420501.2834563,81704965.2931909,-1.61372663202028,-1.49903524340582,-2.76321420022497,0.11469138861446,-1.14948756820469,-1.26417895681915,0.00914190932770424,0.0107899585444495,True,,,,,,,SPO0819,K15358,,Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ),1,SPO_RS04130,0.0,
938,2709,30117032.9820977,32121742.6052194,25173917.5784924,75933382.6601502,-0.0992497838169192,0.252446140979571,-1.27784792406828,0.351695924796491,-1.17859814025136,-1.53029406504785,0.00914959793543351,0.0108014739751266,True,,,,,,,SPO2713,K03070,,"Preprotein translocase subunit SecA (ATPase, RNA helicase) (SecA) (PDB:2FSF)",1,SPO_RS13760,0.0,
939,3924,4749364.76802084,13500326.5050718,5643188.08822918,14980436.8232292,-1.50585888121944,-0.24565647171514,-1.58655052664649,1.2602024095043,-0.0806916454270449,-1.34089405493135,0.00915258818031743,0.0108129894058037,True,0.0,,,,,,SPOA0027,K00151,"Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate",Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S),1,SPO_RS19910,1.0,CHMS-DEHYDROGENASE-RXN
940,2683,156200141.760893,145810182.831508,115330075.72439,339184762.446447,0.103214097949322,0.440242177884588,-1.06257854970501,0.337028079935265,-1.16579264765433,-1.5028207275896,0.00915854178258209,0.0108245048364808,True,,,0.0451,,,,SPO2687,K00573,,Protein-L-isoaspartate O-methyltransferase (Pcm) (PDB:3LBF) (PUBMED:24909784),1,SPO_RS13630,1.0,2.1.1.77-RXN
941,2274,17900197.7167009,62976375.4868643,33999831.7185216,72448086.9295598,-1.83465734369259,-0.942407726664068,-1.97059188458418,0.892249617028525,-0.135934540891589,-1.02818415792011,0.00916391210416943,0.0108360202671579,True,0.0332,,0.0131,,,,SPO2272,K01814,"Histidine biosynthesis, PRPP => histidine",Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase (HisA) (PDB:4U28),1,SPO_RS11520,1.0,PRIBFAICARPISOM-RXN
942,2700,16708328.3693103,22123608.4033807,20046958.2157208,46069288.2141618,-0.400748447317244,-0.265298678752518,-1.42257875295264,0.135449768564726,-1.0218303056354,-1.15728007420012,0.00917665288955015,0.0108475356978351,True,,,,,,,SPO2704,,,"Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)",1,SPO_RS13715,0.0,
943,3559,5730230.03584974,10546715.0797364,8865220.21241312,16345163.9162371,-0.882627559636997,-0.62525464351911,-1.48135781586421,0.257372916117887,-0.598730256227213,-0.8561031723451,0.00918894556886115,0.0108590511285122,True,,,,,,,SPO3560,,,"Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase) (Pta) (PDB:1QZT) (PUBMED:28754323)",1,SPO_RS18035,1.0,PHOSACETYLTRANS-RXN
944,1025,24399180.2609009,11581816.306975,11908174.4840801,38167014.4797026,1.06317692549679,1.02525378902808,-0.590157303483827,-0.0379231364687129,-1.65333422898062,-1.61541109251191,0.00920039812470122,0.0108705665591893,True,,,,,,,SPO1026,K02416,,Flagellar motor switch protein FliM (FliM) (PDB:2HP7),1,SPO_RS05165,0.0,
945,3812,33057186.303762,40155628.2830741,48754091.6065968,108655189.985324,-0.277274975373476,-0.560468766057507,-1.65570072542611,-0.28319379068403,-1.37842575005263,-1.0952319593686,0.0092075015760972,0.0108820819898664,True,,,0.0163,,,,SPO3810,K15633,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Phosphoglycerate mutase (BPG-independent), AlkP superfamily (GpmI) (PDB:1EJJ)",1,SPO_RS19335,1.0,3PGAREARR-RXN
946,1890,147089822.501906,201868007.061994,200630740.965336,433344148.975547,-0.452149406188414,-0.446127722012025,-1.50596088576287,0.00602168417638893,-1.05381147957445,-1.05983316375084,0.00920773162068666,0.0108935974205435,True,,,0.0138,,,,SPO1888,K23264,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP","Phosphoribosylformylglycinamidine (FGAM) synthase, PurS subunit (PurS) (PDB:1GTD)",1,SPO_RS09595,1.0,FGAMSYN-RXN
947,1349,101413185.691933,299306258.372185,252238542.375079,523674479.377477,-1.59918514733071,-1.34581034444756,-2.34539968938906,0.253374802883147,-0.746214542058353,-0.999589344941501,0.00921076655706688,0.0109051128512206,True,,,0.0075,,,,SPO1349,,,,1,SPO_RS06875,0.0,
948,1690,17819885.7716979,23377819.4107144,56150326.292022,73210142.4753837,-0.434572569321826,-1.71145984753954,-2.04691180577006,-1.27688727821771,-1.61233923644824,-0.335451958230525,0.00921651192743619,0.0109166282818977,True,,,,,,,SPO1689,,,"Uncharacterized conserved protein YjiS, DUF1127 family (YjiS)",1,SPO_RS08570,0.0,
949,3699,6252475.04036164,25166224.610908,14438029.8209351,17819300.3066624,-2.01079155849978,-1.20456691760373,-1.41802837675836,0.806224640896047,0.592763181741421,-0.213461459154626,0.0092312458927741,0.0109281437125748,True,0.0142,,0.035,0.0472,,,SPO3698,,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",1,SPO_RS18760,0.0,
950,1637,129398332.451657,150827154.460266,197816549.921741,466856513.33569,-0.231288607521104,-0.625248074387844,-1.79401346905632,-0.393959466866739,-1.56272486153521,-1.16876539466847,0.0092323184353948,0.0109396591432519,True,,,,,,,SPO1634,K00891,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",Shikimate kinase (AroK) (PDB:1E6C),1,SPO_RS08310,1.0,SHIKIMATE-KINASE-RXN
951,4039,61551463.9966304,111908404.677381,72052206.6560359,196681899.316305,-0.870050167665372,-0.233998868013486,-1.62834850405066,0.636051299651885,-0.758298336385291,-1.39434963603717,0.00924006637830641,0.010951174573929,True,,,,,,,SPOA0139,,,"N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)",1,SPO_RS20535,0.0,
952,1411,37362497.2523721,47979939.0727534,50487147.3224345,112351508.417784,-0.362739829116769,-0.441314962712571,-1.54219762139412,-0.0785751335958018,-1.17945779227735,-1.10088265868154,0.00924065710329561,0.0109626900046061,True,,,0.0155,,,,SPO1408,K06180,,"Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific (RluA) (PDB:2I82)",1,SPO_RS07185,1.0,TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
953,3283,9020834.6629204,5808850.14018828,7424981.78833462,18698909.7596232,0.639817233083672,0.276164056636165,-1.00063031570646,-0.363653176447506,-1.64044754879013,-1.27679437234262,0.00925388950248545,0.0109742054352832,True,,,,,,,SPO3287,K02012,,"ABC-type Fe3+ transport system, periplasmic component (AfuA) (PDB:6IVY)",1,SPO_RS16645,1.0,3.6.3.30-RXN
954,810,76201919.869214,99938171.8647383,112486828.638581,243962985.616905,-0.415379918867447,-0.584451703048287,-1.64674948781475,-0.16907178418084,-1.23136956894731,-1.06229778476647,0.00925537432158444,0.0109857208659603,True,,,0.0146,,,,SPO0811,K01056,,Peptidyl-tRNA hydrolase (Pth) (PDB:1RYB) (PUBMED:11835511),1,SPO_RS04090,3.0,"RXN-12460, RXN-16637, AMINOCYL-TRNA-HYDROLASE-RXN"
955,1355,146853303.040691,132312224.730861,98020840.0571835,305163986.555302,0.153518144213116,0.583614029874588,-0.996512051545003,0.430095885661472,-1.15003019575812,-1.58012608141959,0.00926172640054615,0.0109972362966374,True,,,,,,,SPO1354,,,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)",1,SPO_RS06900,0.0,
956,851,18698008.1158112,29052680.2721431,22066535.3024111,56985286.3901107,-0.637971211281549,-0.242386286639195,-1.55514053280368,0.395584924642353,-0.917169321522138,-1.31275424616449,0.00926382892111433,0.0110087517273146,True,,,,,,,SPO0852,,,Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G)!!!Predicted dehydrogenase (MviM) (PDB:3UUW),1,SPO_RS04295,0.0,
957,2173,29319308.7662275,17325559.7548736,25527354.8135026,63674770.3954876,0.76162184908016,0.199287686223616,-1.05131239216896,-0.562334162856544,-1.81293424124912,-1.25060007839258,0.00926548715037853,0.0110202671579917,True,,,,,,,SPO2171,K03566,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS11005,0.0,
958,213,86165774.0031897,73124436.9607563,61063129.9081778,201555124.480698,0.239671260553659,0.496079998111124,-1.16489854874034,0.256408737557464,-1.404569809294,-1.66097854685146,0.00927811861214956,0.0110317825886688,True,,,0.0484,,,,SPO0215,K01704,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate",3-isopropylmalate dehydratase small subunit (LeuD) (PDB:3Q3W),1,SPO_RS01095,3.0,"RXN-13163, RXN-8991, 3-ISOPROPYLMALISOM-RXN"
959,2021,39043771.5940569,41258584.6063812,79922589.9202912,111273483.508509,-0.0744690142340935,-1.03190391625813,-1.45492653710417,-0.95743490202404,-1.38045752287008,-0.423022620846044,0.00929329665337132,0.0110432980193459,True,,,0.019,,,,SPO2019,K13665,,"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Glycosyltransferase, GT2 family (WcaE) (PDB:2Z86)!!!Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)",1,SPO_RS10245,0.0,
960,2471,102325619.152619,214601551.874822,180134549.068843,400920834.112171,-1.0645937269572,-0.814310255492312,-1.91403533437112,0.250283471464896,-0.849441607413918,-1.09972507887881,0.00929454444539422,0.011054813450023,True,,,0.0096,,,,SPO2474,K01689,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",Enolase (Eno) (PDB:1E9I),1,SPO_RS12565,1.0,2PGADEHYDRAT-RXN
961,1865,61137946.7566182,54764021.9203077,115371450.444889,197956348.495161,0.157657401398338,-0.916930322362507,-1.62713162305249,-1.07458772376084,-1.78478902445083,-0.710201300689988,0.00931912106568968,0.0110663288807001,True,,,0.0219,,,,SPO1863,,,"Methionine synthase I, cobalamin-binding domain (MetH2) (PDB:4DJD)",1,SPO_RS09470,0.0,
962,2692,12771648.8503868,11750842.5815842,12953859.4622925,43560319.0424752,0.106617602213255,-0.0314742687528344,-1.70985491191285,-0.138091870966089,-1.8164725141261,-1.67838064316001,0.00933443326495185,0.0110778443113772,True,,,,,,,SPO2696,,,"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)",1,SPO_RS13675,0.0,
963,1594,7419672.33331355,11452757.9034667,8083206.98681926,19742798.5353606,-0.62203525916875,-0.128477435234163,-1.37334669948053,0.493557823934587,-0.751311440311788,-1.24486926424637,0.00935061603347229,0.0110893597420543,True,,,,,,,SPO1591,,,"DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains (RpiR) (PDB:2O3F)",1,SPO_RS08095,0.0,
964,2507,51108081.9265143,30408750.4487725,52834553.6382986,128388744.106931,0.739836817003624,-0.0586903750617047,-1.26686427259488,-0.798527192065329,-2.00670108959851,-1.20817389753318,0.00937254317739979,0.0111008751727314,True,,,,,,,SPO2510,,,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3),1,SPO_RS12745,0.0,
965,350,37986135.9649122,13332651.5447909,20899455.2884505,32900111.0017032,1.5070454965934,0.861126790107086,0.228386812422694,-0.645918706486323,-1.27865868417071,-0.632739977684391,0.00937948458276853,0.0111123906034085,True,,,,,,,SPO0351,,,,1,SPO_RS01785,0.0,
966,4071,6998355.87984415,11452898.6426722,8701778.4915333,17599248.2289979,-0.691790350964161,-0.310661116515532,-1.29911126360108,0.381129234448629,-0.607320912636925,-0.988450147085554,0.00938580591391902,0.0111239060340856,True,,,,,,,SPOA0171,,,,1,SPO_RS20695,0.0,
967,3573,5015860.48384734,8320200.21462519,5890913.77431437,14982802.5360172,-0.738390423821808,-0.241907018255421,-1.5359513688574,0.496483405566387,-0.797560945035595,-1.29404435060198,0.00939692044986952,0.0111354214647627,True,,,,,,,SPO3574,,,dTDP-4-dehydrorhamnose reductase (RfbD) (PDB:1KBZ),1,SPO_RS18105,0.0,
968,2675,99505778.4951509,177606696.962188,162366830.903276,442705927.466033,-0.843166084929944,-0.714081984800127,-2.09054263888105,0.129084100129816,-1.24737655395111,-1.37646065408092,0.00940424446002773,0.0111469368954398,True,,,0.0134,,,,SPO2679,,,NADP-dependent 3-hydroxy acid dehydrogenase YdfG (YdfG) (PDB:3P19),1,SPO_RS13590,0.0,
969,1826,2677087.98084661,2466223.82582101,2089601.76246966,6348990.7361002,0.119782812098293,0.363451958945663,-1.18320908739626,0.24366914684737,-1.30299189949455,-1.54666104634192,0.00941473358687348,0.0111584523261169,True,,,,,,,SPO1824,,,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",1,SPO_RS09280,0.0,
970,3733,31391575.8361784,84808562.6131812,51169154.1744943,93430511.6343369,-1.4336401715874,-0.703871524516678,-1.52197880485324,0.729768647070727,-0.0883386332658346,-0.818107280336562,0.00941635594840738,0.0111699677567941,True,0.0008,0.0115,,0.0025,,,SPO3732,K09919,,Predicted N-acyltransferase,1,SPO_RS18940,0.0,
971,630,162953639.547341,268313223.799752,170969001.831115,534984523.688612,-0.71724222937506,-0.0614080539446035,-1.64880376832948,0.655834175430456,-0.931561538954429,-1.58739571438488,0.00942474877310531,0.0111814831874712,True,,,,,,,SPO0631,,,SH3-like domain (SH3),1,SPO_RS03195,0.0,
972,4227,3084797.10087053,6913977.15568792,5050343.97228188,10895611.3598458,-1.16207420467295,-0.709448413457185,-1.7661408012898,0.452625791215766,-0.604066596616853,-1.05669238783261,0.00942898888357629,0.0111929986181483,True,,,,,,,SPOA0330,K01625,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",2-keto-3-deoxy-6-phosphogluconate aldolase (Eda) (PDB:2V81),1,SPO_RS21510,2.0,"KDPGALDOL-RXN, 4OH2OXOGLUTARALDOL-RXN"
973,2243,112188960.95171,315806221.067981,322711955.148657,604250294.000806,-1.49498355941726,-1.52275453825425,-2.37051113631806,-0.0277709788369868,-0.8755275769008,-0.847756598063814,0.00943596533324642,0.0112045140488254,True,,,,,,,SPO2239,,,Cell division protein FtsB (FtsB) (PDB:4IFF),1,SPO_RS11350,0.0,
974,1486,15464996.4366404,8053102.26105371,11061595.2405603,22475615.2575153,0.940991209077235,0.488348749221525,-0.504166969704609,-0.452642459855709,-1.44515817878184,-0.992515718926135,0.00943912727235042,0.0112160294795025,True,,,,,,,SPO1483,K00574,,Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases (Cfa) (PDB:5Z9O),1,SPO_RS07555,0.0,
975,2624,41948203.645811,37669064.2988399,27843416.7173579,79072745.7283674,0.156799104096453,0.594581199345402,-0.865848403177786,0.437782095248948,-1.02264750727423,-1.46042960252318,0.00944848887759449,0.0112275449101796,True,,,,,,,SPO2629,K10126,,"DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)",1,SPO_RS13335,0.0,
976,890,22239448.8776922,16325990.7652734,15569944.7390018,50665020.3112648,0.446683066454049,0.514520576721402,-1.12530250093395,0.0678375102673527,-1.571985567388,-1.63982307765535,0.0094531974608555,0.0112390603408567,True,,,,,,,SPO0890,K01046,Acylglycerol degradation,"Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold (EstA) (PDB:1I6W)",1,SPO_RS04485,0.0,
977,147,187882793.803498,130974703.871816,110027881.900732,337559892.983603,0.513406549782381,0.765245958879226,-0.793874534843674,0.251839409096845,-1.30728108462605,-1.5591204937229,0.00945390110126637,0.0112505757715338,True,,,,,,,SPO0149,K02313,,Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q),1,SPO_RS00765,0.0,
